time,latitude,longitude,Uwind,Vwind
UTC,degrees_north,degrees_east,meter second-1,meter second-1
2025-01-07T10:00:00Z,18.955,-155.29,-0.98102427,1.7766416
2025-01-07T10:00:00Z,18.955,-155.23,-0.9626493,1.847024
2025-01-07T10:00:00Z,18.955,-155.17,-0.9464105,1.9764819
2025-01-07T10:00:00Z,18.955,-155.11,-0.9011808,2.1934307
2025-01-07T10:00:00Z,18.955,-155.05,-0.8532392,2.4474638
2025-01-07T10:00:00Z,18.955,-154.99,-0.877896,2.6503658
2025-01-07T10:00:00Z,18.955,-154.93,-0.95806587,2.7904398
2025-01-07T10:00:00Z,18.955,-154.87,-1.0372722,2.8582833
2025-01-07T10:00:00Z,18.955,-154.81,-1.1805236,2.9718986
2025-01-07T10:00:00Z,18.955,-154.75,-1.3417145,3.1183488
2025-01-07T10:00:00Z,18.955,-154.69,-1.4782041,3.250715
2025-01-07T10:00:00Z,18.955,-154.63,-1.6028645,3.3580027
2025-01-07T10:00:00Z,18.955,-154.57,-1.7048242,3.421433
2025-01-07T10:00:00Z,18.955,-154.51,-1.7648778,3.4253962
2025-01-07T10:00:00Z,19.01,-156.31,-2.3558257,4.6536603
2025-01-07T10:00:00Z,19.01,-156.25,-2.2342691,4.542378
2025-01-07T10:00:00Z,19.01,-156.19,-2.2684052,4.43284
2025-01-07T10:00:00Z,19.01,-156.13,-2.4692705,4.2899623
2025-01-07T10:00:00Z,19.01,-156.07,-2.820002,3.976578
2025-01-07T10:00:00Z,19.01,-156.01,-3.210075,3.5464008
2025-01-07T10:00:00Z,19.01,-155.95,-3.565983,3.1120203
2025-01-07T10:00:00Z,19.01,-155.89,-3.739545,2.5592241
2025-01-07T10:00:00Z,19.01,-155.83,-3.399901,1.5205541
2025-01-07T10:00:00Z,19.01,-155.77,-2.9863257,0.46855688
2025-01-07T10:00:00Z,19.01,-155.71,-2.4893553,-0.53565323
2025-01-07T10:00:00Z,19.01,-155.65,-1.6323075,-1.1300553
2025-01-07T10:00:00Z,19.01,-155.59,-0.7958255,-1.206059
2025-01-07T10:00:00Z,19.01,-155.53,-0.44451636,-0.9459852
2025-01-07T10:00:00Z,19.01,-155.47,-0.45623803,-0.3593654
2025-01-07T10:00:00Z,19.01,-155.41,-0.51277894,0.49301395
2025-01-07T10:00:00Z,19.01,-155.35,-0.56369567,1.2447026
2025-01-07T10:00:00Z,19.01,-155.29,-0.56697786,1.6030976
2025-01-07T10:00:00Z,19.01,-155.23,-0.57393557,1.7737489
2025-01-07T10:00:00Z,19.01,-155.17,-0.61638814,1.9089409
2025-01-07T10:00:00Z,19.01,-155.11,-0.6297653,2.1054475
2025-01-07T10:00:00Z,19.01,-155.05,-0.6162685,2.351531
2025-01-07T10:00:00Z,19.01,-154.99,-0.6383961,2.6173937
2025-01-07T10:00:00Z,19.01,-154.93,-0.734707,2.8503258
2025-01-07T10:00:00Z,19.01,-154.87,-0.8317049,2.959329
2025-01-07T10:00:00Z,19.01,-154.81,-0.97164994,3.0842273
2025-01-07T10:00:00Z,19.01,-154.75,-1.1722766,3.242628
2025-01-07T10:00:00Z,19.01,-154.69,-1.3673855,3.3818727
2025-01-07T10:00:00Z,19.01,-154.63,-1.5352437,3.480363
2025-01-07T10:00:00Z,19.01,-154.57,-1.6753973,3.546576
2025-01-07T10:00:00Z,19.01,-154.51,-1.7632209,3.5675437
2025-01-07T10:00:00Z,19.065,-156.31,-2.315418,4.8802996
2025-01-07T10:00:00Z,19.065,-156.25,-2.1757214,4.826907
2025-01-07T10:00:00Z,19.065,-156.19,-2.2457693,4.745331
2025-01-07T10:00:00Z,19.065,-156.13,-2.534079,4.564214
2025-01-07T10:00:00Z,19.065,-156.07,-2.9168415,4.2447977
2025-01-07T10:00:00Z,19.065,-156.01,-3.2164578,3.9630604
2025-01-07T10:00:00Z,19.065,-155.95,-3.317323,3.6676927
2025-01-07T10:00:00Z,19.065,-155.89,-2.9553819,2.6032028
2025-01-07T10:00:00Z,19.065,-155.83,-2.5036628,1.3445219
2025-01-07T10:00:00Z,19.065,-155.77,-2.2424276,0.41926342
2025-01-07T10:00:00Z,19.065,-155.71,-2.0264523,-0.3447255
2025-01-07T10:00:00Z,19.065,-155.65,-1.2561297,-0.7352825
2025-01-07T10:00:00Z,19.065,-155.59,-0.24521548,-0.6922136
2025-01-07T10:00:00Z,19.065,-155.53,0.16884929,-0.5308093
2025-01-07T10:00:00Z,19.065,-155.47,0.1167336,-0.3408103
2025-01-07T10:00:00Z,19.065,-155.41,0.0032259908,0.035554025
