Date,North (mm),East (mm)
2005-01-22,0.00,0.00
2005-01-23,-1.12,0.35
2005-01-24,0.28,-0.05
2005-01-25,0.69,1.13
2005-01-26,1.24,-0.23
2005-01-27,1.13,0.50
2005-01-28,0.09,-0.19
2005-01-29,-0.29,-0.77
2005-01-30,-0.09,-0.16
2005-01-31,1.38,-0.17
2005-02-01,0.72,0.07
2005-02-02,1.16,0.54
2005-02-03,1.30,1.42
2005-02-04,1.37,-0.16
2005-02-05,1.00,-0.60
2005-02-06,0.49,-0.42
2005-02-07,0.04,-0.77
2005-02-08,1.22,0.48
2005-02-09,1.91,-0.40
2005-02-10,1.09,-0.83
2005-02-11,1.46,-0.46
2005-02-12,0.76,-1.81
2005-02-13,1.59,0.67
2005-02-14,2.33,0.08
2005-02-15,0.71,-0.25
2005-02-16,0.82,0.03
2005-02-17,0.74,-0.15
2005-02-18,2.30,-1.10
2005-02-19,-0.10,-1.41
2005-02-20,1.43,-1.96
2005-02-21,-0.43,-1.38
2005-02-22,1.38,-0.34
2005-02-23,0.10,-1.33
2005-02-24,1.88,-0.54
2005-02-25,2.00,-0.71
2005-02-26,0.62,-1.11
2005-02-27,0.72,-1.73
2005-02-28,0.75,0.10
2005-03-01,0.84,-0.71
2005-03-02,2.54,0.90
2005-03-03,2.16,0.18
2005-03-04,2.60,-0.85
2005-03-05,2.18,0.03
2005-03-06,4.06,0.93
2005-03-07,3.93,0.90
2005-03-08,2.97,0.22
2005-03-09,3.60,-0.11
2005-03-10,1.02,-0.34
2005-03-11,3.08,-0.38
2005-03-12,1.81,-1.63
2005-03-13,3.78,-1.31
2005-03-14,3.04,-1.97
2005-03-15,2.49,-1.47
2005-03-16,3.14,-1.21
2005-03-17,2.94,-1.74
2005-03-18,4.58,-0.89
2005-03-19,2.88,-0.07
2005-03-20,5.12,0.54
2005-03-21,3.17,-0.70
2005-03-22,2.06,0.32
2005-03-23,3.12,-1.74
2005-03-24,3.76,-1.55
2005-03-25,2.79,-0.96
2005-03-26,3.97,-0.99
2005-03-27,2.46,-0.45
2005-03-28,4.56,-0.31
2005-03-29,5.32,-1.87
2005-03-30,3.46,-0.08
2005-03-31,4.22,-1.54
2005-04-01,4.10,-1.39
2005-04-02,4.08,-1.37
2005-04-03,3.95,-0.40
2005-04-04,3.55,-1.28
2005-04-05,3.12,-1.64
2005-04-06,3.90,-2.80
2005-04-07,4.37,-1.93
2005-04-08,4.28,-0.93
2005-04-09,4.29,-2.45
2005-04-10,3.85,-2.75
2005-04-11,4.33,-3.26
2005-04-12,4.45,-3.08
