Date, North (mm), East (mm)
2005-12-16,0.00,0.00
2005-12-17,-0.24,-1.31
2005-12-18,0.87,0.68
2005-12-19,0.95,-1.26
2005-12-20,0.90,1.44
2005-12-21,1.13,0.64
2005-12-22,1.55,0.35
2005-12-23,0.58,-0.06
2005-12-24,0.73,0.06
2005-12-25,-0.76,-0.26
2005-12-26,1.72,-0.88
2005-12-27,0.96,-0.54
2005-12-28,-0.09,1.34
2005-12-29,0.35,0.88
2005-12-30,1.07,0.30
2005-12-31,2.11,-1.47
2006-01-01,1.37,-0.49
2006-01-02,1.35,-0.51
2006-01-03,2.89,-0.23
2006-01-04,2.29,1.16
2006-01-05,1.80,0.58
2006-01-06,1.77,-0.58
2006-01-07,3.81,-0.82
2006-01-08,2.53,-0.13
2006-01-09,2.09,-0.15
2006-01-10,2.57,-0.68
2006-01-11,3.37,0.95
2006-01-12,1.70,-0.29
2006-01-13,1.40,1.72
2006-01-14,2.51,-0.71
2006-01-15,1.37,-0.71
2006-01-16,3.72,-0.90
2006-01-17,1.46,-0.51
2006-01-18,3.30,0.11
2006-01-19,2.20,-0.97
2006-01-20,1.73,-2.07
2006-01-21,2.81,-0.88
2006-01-22,2.64,-0.88
2006-01-23,2.65,-1.44
2006-01-24,2.14,-0.35
2006-01-25,1.19,-1.91
2006-01-26,2.16,-1.19
2006-01-27,3.26,-1.37
2006-01-28,2.78,-1.24
2006-01-29,2.72,-1.61
2006-01-30,1.97,-1.66
2006-01-31,2.04,-0.81
2006-02-01,1.82,-2.43
2006-02-02,2.05,-1.77
2006-02-03,2.40,-2.29
2006-02-04,2.17,-2.62
2006-02-05,2.26,-1.87
2006-02-06,2.37,-1.72
2006-02-07,2.96,-2.09
2006-02-08,2.28,-1.59
2006-02-09,1.37,-2.54
2006-02-10,2.36,-2.05
2006-02-11,2.28,-1.59
2006-02-12,2.78,-1.47
2006-02-13,1.87,-1.95
2006-02-14,1.30,-1.94
2006-02-15,1.82,-1.92
2006-02-16,2.69,-1.33
2006-02-17,2.16,-2.97
2006-02-18,1.84,-1.76
2006-02-19,0.57,-2.77
2006-02-20,2.81,-1.85
2006-02-21,4.02,-0.94
2006-02-22,2.67,-1.85
2006-02-23,3.71,-1.85
2006-02-24,2.48,-1.96
2006-02-25,1.65,-2.91
2006-02-26,2.35,-2.18
2006-02-27,2.31,-1.25
2006-02-28,4.78,-2.63
2006-03-01,2.91,-2.69
2006-03-02,2.71,-2.63
2006-03-03,1.86,-1.29
2006-03-04,2.05,-1.46
2006-03-05,1.71,-2.16
2006-03-06,2.90,-0.85
2006-03-07,3.66,-1.75
2006-03-08,2.91,-2.69
2006-03-09,3.45,-2.91
2006-03-10,2.71,-2.68
2006-03-11,3.39,-1.67
2006-03-12,2.89,-2.95
2006-03-13,2.74,-3.02
2006-03-14,2.09,-0.87
2006-03-15,2.88,-2.55
2006-03-16,1.52,-3.54
2006-03-17,2.73,-2.04
2006-03-18,4.66,-3.35
2006-03-19,1.99,-3.87
2006-03-20,3.18,-4.27
2006-03-21,3.24,-3.38
2006-03-22,3.47,-2.76
2006-03-23,2.75,-2.67
2006-03-24,3.39,-3.32
2006-03-25,2.38,-3.04
2006-03-26,3.48,-2.50
2006-03-27,5.45,-4.46
2006-03-28,2.67,-3.68
2006-03-29,3.94,-4.05
2006-03-30,4.08,-3.71
2006-03-31,4.19,-3.45
2006-04-01,5.02,-4.93
2006-04-02,3.45,-4.92
2006-04-03,3.17,-4.42
2006-04-04,4.98,-4.64
2006-04-05,4.10,-4.25
2006-04-06,4.93,-4.61
2006-04-07,3.89,-4.53
2006-04-08,5.68,-6.00
2006-04-09,4.48,-4.77
2006-04-10,4.44,-4.18
