Date,North (mm),East (mm)
2005-02-27,0.00,0.00
2005-02-28,0.17,1.07
2005-03-01,0.89,0.92
2005-03-02,-0.51,-0.85
2005-03-03,1.36,1.44
2005-03-04,0.78,-0.55
2005-03-05,1.11,0.63
2005-03-06,2.84,2.09
2005-03-07,1.35,1.18
2005-03-08,0.85,1.24
2005-03-09,3.56,1.69
2005-03-10,0.36,1.85
2005-03-11,1.80,0.90
2005-03-12,1.77,0.79
2005-03-13,0.77,-1.11
2005-03-14,0.98,1.91
2005-03-15,3.58,2.40
2005-03-16,1.08,-0.20
2005-03-17,2.38,-0.65
2005-03-18,2.87,0.04
2005-03-19,1.62,1.35
2005-03-20,3.07,-0.47
2005-03-21,0.51,-2.75
2005-03-22,1.95,-0.40
2005-03-23,-3.64,-2.86
2005-03-24,0.38,-2.30
2005-03-25,0.00,-0.56
2005-03-26,0.57,0.78
2005-03-27,1.54,0.36
2005-03-28,1.91,-1.10
2005-03-29,-2.74,-1.43
2005-03-30,1.03,-1.30
2005-03-31,0.16,-0.23
2005-04-01,0.95,-0.61
2005-04-02,-0.25,-3.18
2005-04-03,-0.74,-2.27
2005-04-04,0.27,-1.05
2005-04-05,0.91,-1.14
2005-04-06,-1.55,-2.04
2005-04-07,-3.14,-2.71
2005-04-08,-1.70,-2.28
2005-04-09,-0.91,-0.69
2005-04-10,-0.48,-1.79
2005-04-11,-0.60,-4.23
2005-04-12,-1.71,-4.88
2005-04-13,-2.15,-2.67
2005-04-14,-0.66,-2.39
2005-04-15,-0.87,-4.90
2005-04-16,-0.39,-4.93
2005-04-17,-1.62,-6.48
2005-04-18,-1.21,-3.41
2005-04-19,-1.63,-4.00
2005-04-20,-4.03,-5.39
2005-04-21,-1.54,-6.22
2005-04-22,-1.73,-5.69
2005-04-23,-2.89,-6.77
2005-04-24,-4.54,-6.52
2005-04-25,-3.35,-6.54
2005-04-26,-2.80,-5.32
2005-04-27,-2.76,-7.42
2005-04-28,-5.80,-9.96
2005-04-29,-3.29,-5.90
2005-04-30,-3.66,-5.20
2005-05-01,-1.97,-5.67
2005-05-02,-3.77,-7.99
2005-05-03,-3.61,-5.92
2005-05-04,-4.90,-7.55
2005-05-05,-3.66,-8.49
2005-05-06,-2.51,-7.80
2005-05-07,-3.72,-7.10
2005-05-08,-4.32,-8.12
2005-05-09,-6.84,-5.67
2005-05-10,-2.78,-5.35
2005-05-11,-2.04,-7.31
2005-05-12,-1.41,-6.70
2005-05-13,-2.00,-8.00
2005-05-14,-3.62,-7.69
2005-05-15,-3.52,-8.17
2005-05-16,-1.98,-5.88
2005-05-17,-4.69,-9.23
2005-05-18,-2.68,-6.66
2005-05-19,-2.98,-9.00
2005-05-20,-3.71,-7.94
2005-05-21,-2.96,-6.03
2005-05-22,-2.10,-7.04
2005-05-23,-1.39,-7.53
2005-05-24,-0.64,-7.51
2005-05-25,0.78,-7.60
2005-05-26,-0.63,-7.02
2005-05-27,-1.40,-7.33
2005-05-28,-2.66,-7.27
2005-05-29,-4.16,-11.28
2005-05-30,-1.60,-8.62
2005-05-31,-1.47,-9.53
