Date,North (mm),East (mm)
2007-02-23,0.00,0.00
2007-02-24,0.60,0.29
2007-02-25,-3.66,-6.59
2007-02-26,-0.26,-1.89
2007-02-27,-2.39,-1.74
2007-02-28,-0.79,0.31
2007-03-01,0.19,0.33
2007-03-02,0.79,-1.35
2007-03-03,1.08,-1.18
2007-03-04,1.43,-1.97
2007-03-05,0.69,0.19
2007-03-06,0.71,-2.00
2007-03-07,0.64,-1.14
2007-03-08,0.59,-1.19
2007-03-09,1.20,-2.39
2007-03-10,1.84,-1.68
2007-03-11,0.31,-1.98
2007-03-12,-0.01,-1.65
2007-03-13,0.73,-2.67
2007-03-14,0.98,-2.10
2007-03-15,1.44,-2.56
2007-03-16,1.32,-1.99
2007-03-17,0.36,-2.77
2007-03-18,-0.01,-1.60
2007-03-19,2.82,-2.23
2007-03-20,1.35,-1.91
2007-03-21,3.01,-1.57
2007-03-22,1.67,-2.59
2007-03-23,1.38,-3.36
2007-03-24,1.92,-4.08
2007-03-25,1.43,-3.20
2007-03-26,1.03,-5.86
2007-03-27,0.53,-2.85
2007-03-28,1.26,-2.24
2007-03-29,1.34,-3.11
2007-03-30,1.36,-3.39
2007-03-31,2.01,-2.25
2007-04-01,1.10,-3.06
2007-04-02,1.77,-2.85
2007-04-03,1.20,-3.57
2007-04-04,2.30,-3.40
2007-04-05,0.85,-3.06
2007-04-06,0.61,-2.39
2007-04-07,1.94,-5.05
2007-04-08,1.43,-4.65
2007-04-09,2.38,-2.34
2007-04-10,3.11,-3.98
2007-04-11,1.92,-3.37
2007-04-12,1.78,-2.91
2007-04-13,1.91,-4.05
2007-04-14,2.19,-1.78
2007-04-15,3.90,-3.53
2007-04-16,2.51,-4.23
2007-04-17,2.64,-3.48
2007-04-18,2.93,-5.18
2007-04-19,1.89,-3.93
2007-04-20,2.30,-5.19
2007-04-21,3.81,-5.27
2007-04-22,2.41,-7.25
2007-04-23,3.03,-5.41
2007-04-24,4.69,-4.81
2007-04-25,2.81,-5.75
2007-04-26,3.87,-4.69
2007-04-27,4.39,-5.80
2007-04-28,4.98,-5.37
2007-04-29,4.05,-5.88
2007-04-30,3.68,-4.74
2007-05-01,3.04,-5.70
2007-05-02,2.59,-6.27
2007-05-03,6.12,-4.05
2007-05-04,4.35,-7.30
2007-05-05,5.72,-6.39
2007-05-06,4.68,-6.77
2007-05-07,4.30,-6.18
2007-05-08,5.65,-6.01
2007-05-09,4.34,-7.17
2007-05-10,5.39,-7.20
2007-05-11,5.37,-6.03
2007-05-12,4.43,-5.92
2007-05-13,5.38,-6.07
2007-05-14,5.61,-6.35
2007-05-15,5.36,-6.66
2007-05-16,5.84,-7.43
2007-05-17,6.13,-6.10
2007-05-18,5.32,-5.39
2007-05-19,4.81,-6.81
2007-05-20,6.10,-7.19
2007-05-21,6.27,-7.43
2007-05-22,5.63,-7.14
2007-05-23,5.94,-7.29
2007-05-24,5.88,-8.70
2007-05-25,6.38,-8.09
2007-05-26,6.85,-6.63
2007-05-27,5.83,-6.71
2007-05-28,5.10,-6.57
2007-05-29,6.02,-8.10
2007-05-30,7.53,-8.75
2007-05-31,4.61,-8.63
2007-06-01,5.57,-7.48
2007-06-02,5.51,-7.56
2007-06-03,6.08,-7.24
2007-06-04,6.96,-8.08
2007-06-05,7.93,-6.49
2007-06-06,7.08,-5.74
2007-06-07,7.83,-6.71
