Date,North (mm),East (mm)
2005-03-19,0.00,0.00
2005-03-20,-1.53,0.46
2005-03-21,-2.14,-0.29
2005-03-22,-1.06,1.31
2005-03-23,-1.50,0.64
2005-03-24,-2.28,-0.26
2005-03-25,-0.61,0.52
2005-03-26,-0.62,0.81
2005-03-27,-1.20,0.75
2005-03-28,-2.57,-0.58
2005-03-29,-1.64,1.25
2005-03-30,-1.34,0.47
2005-03-31,0.52,0.15
2005-04-01,0.13,0.33
2005-04-02,-0.05,0.64
2005-04-03,-2.19,0.19
2005-04-04,-1.06,-0.69
2005-04-05,-0.14,-0.22
2005-04-06,0.12,-0.53
2005-04-07,-1.39,-1.73
2005-04-08,0.62,-0.58
2005-04-09,-0.68,0.16
2005-04-10,-0.08,-0.12
2005-04-11,-0.25,-0.95
2005-04-12,-0.52,-0.80
2005-04-13,-0.61,-3.25
2005-04-14,1.31,-1.85
2005-04-15,0.89,-1.44
2005-04-16,0.25,-2.14
2005-04-17,-0.27,0.03
2005-04-18,-0.38,-2.07
2005-04-19,2.03,-0.87
2005-04-20,0.02,-1.29
2005-04-21,-0.29,-2.15
2005-04-22,0.08,-2.32
2005-04-23,2.07,-2.37
2005-04-24,-1.29,-3.17
2005-04-25,1.11,-1.52
2005-04-26,2.83,-1.53
2005-04-27,1.57,-0.63
2005-04-28,-0.12,-2.52
2005-04-29,0.93,-1.36
2005-04-30,1.54,-1.78
2005-05-01,1.52,-2.14
2005-05-02,0.87,-2.09
2005-05-03,1.97,-0.83
2005-05-04,2.63,-2.14
2005-05-05,-0.25,-3.53
2005-05-06,0.54,-3.73
2005-05-07,-0.05,-1.57
2005-05-08,-0.54,-4.79
2005-05-09,0.18,-3.71
2005-05-10,0.09,-2.98
2005-05-11,1.77,-2.28
2005-05-12,2.87,-2.85
2005-05-13,2.88,-2.44
2005-05-14,2.57,-2.29
2005-05-15,0.70,0.09
2005-05-16,0.40,-4.80
2005-05-17,1.43,-6.32
2005-05-18,1.27,-5.54
2005-05-19,-0.19,-6.36
2005-05-20,2.97,-4.65
2005-05-21,1.58,-3.32
2005-05-22,2.57,-3.15
2005-05-23,3.10,-2.86
2005-05-24,3.81,-2.84
2005-05-25,3.18,-3.19
2005-05-26,3.89,-3.96
2005-05-27,3.64,-3.48
2005-05-28,2.56,-3.51
2005-05-29,2.45,-5.47
2005-05-30,2.66,-4.19
2005-05-31,3.32,-3.95
2005-06-01,4.13,-4.47
2005-06-02,2.48,-4.04
2005-06-03,3.38,-4.38
2005-06-04,2.89,-4.86
2005-06-05,1.65,-5.20
2005-06-06,3.52,-3.16
2005-06-07,1.91,-4.47
2005-06-08,2.89,-4.77
2005-06-09,2.07,-4.17
2005-06-10,0.28,-3.48
2005-06-11,0.60,-3.90
2005-06-12,3.87,-3.67
2005-06-13,3.58,-3.38
2005-06-14,4.25,-3.58
2005-06-15,2.57,-4.21
2005-06-16,3.07,-4.26
2005-06-17,3.81,-3.74
2005-06-18,2.68,-6.17
2005-06-19,3.55,-5.74
2005-06-20,4.26,-5.68
2005-06-21,3.64,-4.01
2005-06-22,4.10,-4.18
2005-06-23,3.96,-6.10
2005-06-24,3.94,-5.39
2005-06-25,4.22,-3.88
2005-06-26,2.78,-4.97
2005-06-27,8.04,-5.35
2005-06-28,5.33,-5.35
2005-06-29,4.36,-5.50
2005-06-30,4.33,-4.62
2005-07-01,4.55,-4.85
2005-07-02,3.78,-5.65
2005-07-03,3.49,-5.66
2005-07-04,3.99,-5.87
2005-07-05,4.01,-6.07
2005-07-06,3.38,-4.25
2005-07-07,4.09,-5.79
2005-07-08,4.59,-5.52
2005-07-09,3.81,-4.67
2005-07-10,2.64,-4.16
2005-07-11,3.73,-5.51
2005-07-12,4.82,-6.09
2005-10-27,8.93,-11.30
2005-10-28,7.32,-10.49
2005-10-29,9.54,-10.51
2005-10-30,10.28,-9.02
2005-10-31,10.66,-10.92
2005-11-01,9.90,-10.68
2005-11-02,9.27,-13.71
2005-11-03,9.92,-11.98
2005-11-04,9.28,-10.79
2005-11-05,10.23,-9.13
2005-11-06,11.41,-10.19
2005-11-07,10.72,-12.65
2005-11-08,9.48,-12.45
2005-11-09,11.47,-10.91
2005-11-10,11.30,-11.38
2005-11-11,10.78,-12.45
2005-11-12,10.72,-10.19
2005-11-13,11.53,-11.67
2005-11-14,11.03,-9.59
2005-11-15,10.45,-10.56
2005-11-16,12.30,-10.97
2005-11-17,11.54,-11.40
2005-11-18,10.99,-11.46
2005-11-19,11.00,-11.27
2005-11-20,10.80,-11.32
2005-11-21,11.13,-13.29
2005-11-22,10.82,-11.51
2005-11-23,11.34,-11.40
2005-11-24,9.77,-12.19
2005-11-25,11.68,-10.32
2005-11-26,9.72,-12.81
2005-11-27,11.18,-11.31
2005-11-28,11.63,-11.74
2005-11-29,10.71,-12.74
2005-11-30,12.34,-11.23
2005-12-01,13.44,-12.09
2005-12-02,10.88,-12.05
2005-12-03,11.14,-11.16
2005-12-04,11.87,-11.24
2005-12-05,11.46,-11.05
2005-12-06,11.80,-12.01
2005-12-07,11.51,-11.16
2005-12-08,11.04,-11.79
2005-12-09,11.39,-11.26
2005-12-10,12.05,-11.14
2005-12-11,12.14,-11.37
2005-12-12,11.66,-12.99
2005-12-13,11.21,-11.98
2005-12-14,12.03,-11.75
2005-12-15,11.80,-12.57
2005-12-16,11.27,-13.00
2005-12-17,11.92,-13.52
2005-12-18,15.21,-12.17
2005-12-19,14.56,-11.23
2005-12-20,12.69,-11.89
2005-12-21,14.11,-11.47
2005-12-22,13.48,-13.90
2005-12-23,12.83,-12.72
2005-12-24,12.41,-12.45
2005-12-25,11.32,-13.80
2005-12-26,12.28,-12.36
2005-12-27,12.35,-12.59
2005-12-28,12.53,-12.08
2005-12-29,10.90,-11.32
2005-12-30,11.42,-11.74
2005-12-31,14.76,-12.68
2006-01-01,13.78,-13.77
2006-01-02,12.91,-13.18
2006-01-03,12.21,-12.71
2006-01-04,12.46,-11.40
2006-01-05,13.99,-11.64
2006-01-06,13.53,-13.11
2006-01-07,13.54,-14.31
2006-01-08,13.26,-12.08
2006-01-09,13.70,-12.58
2006-01-10,12.16,-11.67
2006-01-11,12.06,-11.97
2006-01-12,14.33,-11.62
2006-01-13,14.06,-10.42
2006-01-14,14.03,-14.60
2006-01-15,12.44,-11.98
2006-01-16,13.42,-11.64
2006-01-17,12.88,-12.72
2006-01-18,13.63,-13.77
2006-01-19,13.01,-12.50
2006-01-20,14.44,-12.91
2006-01-21,13.20,-11.40
2006-01-22,14.58,-11.51
2006-01-23,13.03,-12.10
2006-01-24,13.75,-12.33
2006-01-25,12.87,-14.16
2006-01-26,12.72,-14.54
2006-01-27,13.71,-14.25
2006-01-28,13.11,-12.01
2006-01-29,12.91,-11.83
2006-01-30,12.72,-13.26
2006-01-31,13.71,-12.96
2006-02-01,13.89,-13.75
2006-02-02,12.58,-16.07
2006-02-03,13.12,-13.42
2006-02-04,13.65,-14.40
