Date,North (mm),East (mm)
2006-02-18,0.00,0.00
2006-02-19,0.84,-0.50
2006-02-20,1.06,0.10
2006-02-21,0.91,0.13
2006-02-22,1.25,0.69
2006-02-23,1.45,0.57
2006-02-24,0.26,0.02
2006-02-25,0.20,0.92
2006-02-26,1.97,0.78
2006-02-27,1.15,1.27
2006-02-28,-0.57,1.11
2006-03-01,-0.21,0.21
2006-03-02,-0.03,0.68
2006-03-03,0.96,0.06
2006-03-04,1.29,-0.27
2006-03-05,-0.48,0.52
2006-03-06,1.34,0.57
2006-03-07,2.72,0.44
2006-03-08,1.61,-0.13
2006-03-09,1.92,0.61
2006-03-10,1.01,-0.87
2006-03-11,0.84,-0.10
2006-03-12,0.99,-0.47
2006-03-13,1.12,-0.32
2006-03-14,1.04,-0.02
2006-03-15,1.19,-0.01
2006-03-16,1.13,-1.38
2006-03-17,1.06,-0.10
2006-03-18,2.64,-0.56
2006-03-19,0.23,-0.84
2006-03-20,1.55,-1.18
2006-03-21,1.60,-0.45
2006-03-22,0.93,-1.09
2006-03-23,2.28,-1.12
2006-03-24,2.28,1.01
2006-03-25,-0.40,-0.21
2006-03-26,1.57,-0.11
2006-03-27,1.18,-1.01
2006-03-28,2.71,-1.43
2006-03-29,1.43,-1.63
2006-03-30,1.51,-0.89
2006-03-31,1.39,-0.61
2006-04-01,1.80,-1.00
2006-04-02,1.95,-1.82
2006-04-03,0.78,-0.60
2006-04-04,0.81,-3.98
2006-04-05,1.89,-1.98
2006-04-06,1.95,-1.87
2006-04-07,0.51,-2.13
2006-04-08,2.51,-1.88
2006-04-09,2.86,-2.22
2006-04-10,3.32,-2.87
2006-04-11,2.13,-1.23
2006-04-12,2.04,-1.14
2006-04-13,2.44,-1.55
2006-04-14,3.43,-2.34
2006-04-15,2.71,-0.18
2006-04-16,1.90,-1.02
2006-04-17,2.65,-1.59
2006-04-18,2.70,-1.98
2006-04-19,3.14,-1.40
2006-04-20,2.95,-1.26
2006-04-21,1.53,-1.99
2006-04-22,2.36,-1.69
2006-04-23,3.18,-1.54
2006-04-24,2.37,-1.05
2006-04-25,3.25,-0.90
2006-04-26,2.38,-1.27
2006-04-27,1.53,-2.19
2006-04-28,3.21,-1.32
2006-04-29,2.97,-1.26
2006-04-30,3.85,-1.77
2006-05-01,3.17,-1.56
2006-05-02,2.37,-1.95
2006-05-03,2.68,-1.23
2006-05-04,3.11,-1.15
2006-05-05,2.73,-1.93
2006-05-06,3.50,-2.19
2006-05-07,2.84,-2.18
2006-05-08,2.80,-1.41
2006-05-09,3.51,-2.67
2006-05-10,2.74,-1.54
2006-05-11,3.54,-2.16
2006-05-12,2.92,-2.11
2006-05-13,2.70,-3.10
2006-05-14,3.10,-2.73
2006-05-15,2.49,-1.30
2006-05-16,3.99,-1.18
2006-05-17,3.07,-2.10
2006-05-18,2.82,-1.40
