Date, North (mm), East (mm), Vertical (mm)
2017-10-07,149.61,-137.67,5.81
2017-10-08,149.82,-136.88,2.46
2017-10-09,149.56,-138.45,4.63
2017-10-10,148.37,-138.29,5.41
2017-10-11,148.46,-137.34,-0.96
2017-10-12,148.09,-136.71,-3.71
2017-10-13,150.24,-137.93,-2.39
2017-10-14,148.89,-137.27,3.10
2017-10-15,149.18,-138.86,1.03
2017-10-16,149.19,-137.53,-4.66
2017-10-17,148.61,-137.60,-0.33
2017-10-18,150.54,-137.59,2.48
2017-10-19,149.00,-138.02,6.21
2017-10-20,147.04,-138.74,0.47
2017-10-21,149.11,-138.97,5.44
2017-10-22,150.35,-138.01,-0.91
2017-10-23,151.01,-138.43,-3.10
2017-10-24,151.66,-137.31,-4.14
2017-10-25,149.75,-137.56,-2.18
2017-10-26,149.11,-137.96,2.71
2017-10-27,148.65,-137.74,-3.18
2017-10-28,149.61,-138.53,0.08
2017-10-29,148.96,-137.83,3.81
2017-10-30,148.92,-138.96,-1.10
2017-10-31,148.90,-138.13,-0.67
2017-11-01,147.31,-137.53,-0.87
2017-11-02,148.56,-138.07,-1.99
2017-11-03,149.52,-139.57,-11.48
2017-11-04,148.63,-139.49,-5.59
2017-11-05,148.93,-140.09,-9.03
2017-11-06,148.45,-138.70,-10.91
2017-11-07,147.83,-138.15,-4.99
2017-11-08,149.77,-138.42,-7.54
2017-11-09,150.10,-138.92,-1.63
2017-11-10,149.87,-139.89,-6.06
2017-11-11,148.90,-138.99,-2.89
2017-11-12,148.97,-138.57,-3.46
2017-11-13,150.25,-139.76,1.08
2017-11-14,150.63,-139.62,-1.03
2017-11-15,149.72,-138.58,-4.03
2017-11-16,150.40,-139.20,-1.73
2017-11-17,150.46,-139.17,0.40
2017-11-18,150.52,-138.94,2.15
2017-11-19,150.48,-138.13,-3.67
2017-11-20,149.49,-137.43,3.78
2017-11-21,151.27,-137.81,-3.97
2017-11-22,150.98,-139.86,0.81
2017-11-23,151.61,-139.96,-0.27
2017-11-24,152.34,-139.09,-1.93
2017-11-25,151.22,-138.45,-1.85
2017-11-26,151.08,-139.03,1.54
2017-11-27,149.44,-140.28,-4.86
2017-11-28,151.75,-139.89,-2.92
2017-11-29,151.75,-139.85,1.35
2017-11-30,151.43,-139.65,2.06
2017-12-01,151.29,-139.39,1.37
2017-12-02,150.51,-139.51,3.17
2017-12-03,150.12,-140.76,0.54
2017-12-04,150.85,-140.41,0.82
2017-12-05,154.20,-138.76,-6.07
2017-12-06,153.88,-138.66,-7.30
2017-12-07,152.92,-138.43,-6.46
2017-12-08,152.53,-138.28,-4.97
2017-12-09,152.47,-139.79,-2.62
2017-12-10,151.38,-139.33,-6.03
2017-12-11,151.65,-139.66,-0.95
2017-12-12,151.34,-139.75,-3.39
2017-12-13,151.38,-139.95,-4.23
2017-12-14,150.82,-139.55,-0.74
2017-12-15,150.47,-139.66,0.05
2017-12-16,150.21,-140.09,2.58
2017-12-17,152.44,-139.92,-1.80
2017-12-18,150.16,-139.92,0.58
2017-12-19,150.87,-139.73,-1.39
2017-12-20,151.27,-141.20,-1.40
2017-12-21,150.18,-140.65,-2.47
2017-12-22,150.55,-138.41,-0.25
2017-12-23,151.75,-140.10,-5.23
2017-12-24,151.35,-139.43,-5.26
2017-12-25,150.96,-140.12,-3.24
2017-12-26,151.88,-139.35,-5.91
2017-12-27,150.71,-139.10,-6.78
2017-12-28,151.49,-139.89,-0.96
2017-12-29,151.48,-140.26,-0.13
2017-12-30,150.91,-140.03,-1.50
2017-12-31,151.76,-140.45,0.18
2018-01-01,152.61,-140.42,-2.85
2018-01-02,153.08,-140.63,-6.69
2018-01-03,151.78,-140.56,-3.24
2018-01-04,153.00,-140.82,-6.96
2018-01-05,152.38,-141.85,-4.74
2018-01-06,152.69,-142.55,-0.93
2018-01-07,152.46,-142.18,-2.23
2018-01-08,153.19,-139.29,-6.24
2018-01-09,154.28,-141.89,9.54
2018-01-10,152.56,-146.54,2.22
2018-01-11,153.79,-141.33,-7.38
2018-01-12,152.23,-141.98,-2.47
2018-01-13,153.11,-142.20,-5.79
2018-01-14,153.48,-141.44,-5.49
2018-01-15,152.64,-141.27,-8.80
2018-01-16,152.93,-141.07,-8.63
2018-01-17,152.08,-141.14,-7.71
2018-01-18,153.75,-141.45,-7.23
2018-01-19,152.22,-142.42,-5.20
2018-01-20,152.74,-143.20,-4.77
2018-01-21,151.74,-141.06,2.06
2018-01-22,152.40,-140.40,-3.35
2018-01-23,152.95,-141.99,-4.09
2018-01-24,153.18,-141.31,-5.58
2018-01-25,152.64,-141.30,-1.21
2018-01-26,152.47,-140.94,-2.88
2018-01-27,152.90,-142.90,-9.59
2018-01-28,156.48,-140.47,-10.50
2018-01-29,155.24,-141.45,-3.72
2018-01-30,153.90,-140.43,-8.61
2018-01-31,153.64,-140.98,-7.37
2018-02-01,153.37,-141.91,-5.20
2018-02-02,153.02,-141.49,-5.42
2018-02-03,153.04,-141.63,-4.03
2018-02-04,153.45,-141.40,-0.58
2018-02-05,153.12,-141.41,-2.54
2018-02-06,152.72,-142.16,-3.43
2018-02-07,153.10,-141.51,-5.20
2018-02-08,153.74,-140.30,-5.38
2018-02-09,153.48,-140.66,1.96
2018-02-10,153.51,-141.61,-3.82
2018-02-11,154.10,-141.28,-4.45
2018-02-12,153.67,-142.30,-6.06
2018-02-13,153.37,-139.61,-8.76
2018-02-14,154.73,-140.68,-4.35
2018-02-15,153.17,-141.05,-2.33
2018-02-16,152.82,-141.83,1.88
2018-02-17,152.79,-141.83,0.94
2018-02-18,152.93,-141.30,1.45
2018-02-19,152.94,-144.24,-1.54
2018-02-20,153.84,-142.09,0.11
2018-02-21,153.67,-141.74,-2.07
2018-02-22,153.14,-141.66,-3.56
2018-02-23,152.90,-144.63,-11.87
2018-02-24,154.90,-142.02,-6.21
2018-02-25,154.81,-143.00,-2.58
2018-02-26,153.95,-142.82,-1.52
2018-02-27,151.39,-141.38,-5.07
2018-02-28,153.17,-142.21,0.34
2018-03-01,152.96,-141.92,-5.93
2018-03-02,152.69,-144.49,-8.77
2018-03-03,151.73,-143.60,-4.47
2018-03-04,152.41,-143.20,-3.01
2018-03-05,153.32,-141.26,-0.32
2018-03-06,153.73,-142.49,3.35
2018-03-07,153.77,-142.10,-0.80
2018-03-08,154.38,-143.14,2.97
2018-03-09,154.08,-143.84,4.50
2018-03-10,153.80,-143.05,-1.87
2018-03-11,153.46,-141.21,-2.94
2018-03-12,154.54,-141.76,-7.12
2018-03-13,155.32,-142.89,-4.53
2018-03-14,154.40,-143.80,-6.47
2018-03-15,152.93,-141.94,-15.62
2018-03-16,154.45,-142.63,-0.09
2018-03-17,153.23,-143.77,-0.20
2018-03-18,154.26,-143.46,-1.15
2018-03-19,154.97,-142.23,-6.17
2018-03-20,156.02,-142.28,-5.31
2018-03-21,154.75,-142.72,-2.73
2018-03-22,153.14,-142.99,-4.67
2018-03-23,153.28,-144.26,-8.96
2018-03-24,155.99,-144.00,-9.38
2018-03-25,155.52,-144.47,-7.96
2018-03-26,156.06,-142.94,-6.79
2018-03-27,156.22,-142.99,-5.69
2018-03-28,155.36,-142.16,-3.47
2018-03-29,155.23,-142.59,-11.52
2018-03-30,155.26,-141.80,-10.47
2018-03-31,156.49,-143.09,-8.54
2018-04-01,157.01,-144.26,-0.55
2018-04-02,155.12,-143.40,-3.34
2018-04-03,154.56,-142.99,-5.96
2018-04-04,156.29,-143.18,-8.11
2018-04-05,156.32,-142.98,-9.67
2018-04-06,154.85,-144.96,-9.52
2018-04-07,154.69,-144.45,-18.54
2018-04-08,154.26,-143.67,-8.58
2018-04-09,154.98,-143.89,-5.39
2018-04-10,156.37,-142.59,-13.33
2018-04-11,155.67,-145.39,0.18
2018-04-12,153.30,-146.29,-9.02
2018-04-13,153.73,-143.84,-12.94
2018-04-14,154.97,-143.08,-13.59
2018-04-15,156.02,-143.49,-3.29
2018-04-16,154.21,-144.07,-1.45
2018-04-17,153.02,-143.97,-5.11
2018-04-18,155.46,-143.45,-8.95
2018-04-19,156.39,-144.50,-7.72
2018-04-20,156.69,-144.09,-7.25
2018-04-21,156.05,-142.95,-4.34
2018-04-22,155.97,-143.41,-3.47
2018-04-23,157.15,-143.64,-0.13
2018-04-24,156.26,-142.83,-7.63
2018-04-25,155.85,-145.37,-6.76
2018-04-26,155.53,-144.63,-3.07
2018-04-27,155.20,-142.71,-5.10
2018-04-28,156.61,-143.39,-4.91
2018-04-29,154.97,-144.30,-8.01
2018-04-30,155.20,-144.75,-2.91
2018-05-01,155.56,-145.03,-0.01
2018-05-02,156.85,-144.77,-3.06
2018-05-03,155.91,-145.33,-10.17
2018-05-04,155.66,-144.25,-6.73
2018-05-05,155.87,-144.48,-6.26
2018-05-06,156.25,-145.19,-9.12
2018-05-07,155.58,-144.57,-8.22
2018-05-08,157.51,-144.49,-4.84
2018-05-09,155.95,-143.81,-2.42
2018-05-10,155.21,-144.02,-1.77
2018-05-11,157.09,-144.33,6.56
2018-05-12,157.31,-145.39,5.31
2018-05-13,156.86,-145.34,0.41
2018-05-14,156.90,-145.37,-2.05
2018-05-15,156.89,-144.11,-4.58
2018-05-16,156.21,-144.80,-1.35
2018-05-17,158.62,-145.26,-2.09
2018-05-18,158.10,-146.29,0.38
2018-05-19,157.55,-145.04,-1.27
2018-05-20,157.59,-144.74,-3.79
2018-05-21,156.74,-146.01,4.37
2018-05-22,157.38,-146.01,1.46
2018-05-23,157.77,-145.97,4.84
2018-05-24,158.35,-145.18,-2.08
2018-05-25,156.99,-145.44,-2.71
2018-05-26,155.92,-145.85,-3.84
2018-05-27,156.16,-144.40,1.50
2018-05-28,157.84,-145.22,-1.06
2018-05-29,156.51,-145.33,0.14
2018-05-30,156.76,-144.12,3.28
2018-05-31,158.08,-145.78,8.56
2018-06-01,157.48,-145.61,-1.53
2018-06-02,157.24,-146.06,-3.85
2018-06-03,157.06,-145.75,-0.38
2018-06-04,157.52,-146.11,2.87
2018-06-05,155.87,-145.92,2.74
2018-06-06,156.83,-144.23,6.22
2018-06-07,157.91,-145.49,0.95
2018-06-08,155.87,-145.59,-6.07
2018-06-09,157.22,-145.95,-1.76
2018-06-10,158.21,-146.03,1.58
2018-06-11,156.33,-145.83,1.43
2018-06-12,156.27,-145.71,4.88
2018-06-13,157.24,-145.60,2.64
2018-06-14,158.32,-146.40,5.97
2018-06-15,158.90,-145.98,-2.98
2018-06-16,156.74,-145.50,10.82
2018-06-17,158.56,-146.47,3.81
2018-06-18,157.87,-146.05,1.77
2018-06-19,157.69,-145.88,1.94
2018-06-20,157.51,-145.76,0.86
2018-06-21,157.93,-145.37,1.21
2018-06-22,157.45,-145.75,9.78
2018-06-23,157.97,-145.73,6.04
2018-06-24,157.48,-144.75,6.87
2018-06-25,157.42,-144.80,5.83
2018-06-26,158.63,-145.63,-0.18
2018-06-27,158.93,-145.63,-0.71
2018-06-28,158.16,-147.42,4.36
2018-06-29,157.97,-146.06,2.51
2018-06-30,157.08,-146.64,3.53
2018-07-01,157.50,-145.85,2.69
2018-07-02,158.68,-145.90,7.77
2018-07-03,161.10,-145.43,1.11
2018-07-04,159.00,-146.80,-1.92
2018-07-05,157.50,-146.59,1.40
2018-07-06,156.94,-145.71,2.19
2018-07-07,157.91,-147.20,-1.43
2018-07-08,156.92,-146.60,3.95
2018-07-09,158.48,-146.56,-0.79
2018-07-10,158.19,-146.39,1.68
2018-07-11,157.55,-146.07,5.11
2018-07-12,158.76,-147.28,2.45
2018-07-13,159.22,-147.21,0.54
2018-07-14,158.28,-146.30,3.26
2018-07-15,159.32,-147.64,4.26
2018-07-16,158.52,-147.25,1.18
2018-07-17,158.49,-146.46,2.11
2018-07-18,159.03,-145.39,0.70
2018-07-19,159.98,-146.32,-5.48
2018-07-20,158.72,-147.22,5.14
2018-07-21,158.10,-146.50,-4.43
2018-07-22,158.57,-146.52,-2.85
2018-07-23,159.14,-146.25,-1.53
2018-07-24,159.06,-145.81,-2.23
2018-07-25,158.58,-145.91,-0.98
2018-07-26,158.83,-146.69,-0.62
2018-07-27,158.17,-146.87,-0.80
2018-07-28,161.33,-147.41,-3.65
2018-07-29,160.57,-146.88,-6.93
2018-07-30,158.41,-148.27,3.00
2018-07-31,159.07,-145.91,-3.37
2018-08-01,159.45,-147.66,4.89
2018-08-02,159.35,-146.54,1.98
2018-08-03,159.84,-146.85,2.64
2018-08-04,159.44,-147.23,-0.01
2018-08-05,160.70,-148.35,6.10
2018-08-06,158.04,-146.49,3.03
2018-08-07,158.93,-147.04,3.59
2018-08-08,159.39,-148.06,1.59
2018-08-09,158.11,-147.52,4.48
2018-08-10,159.71,-147.08,1.59
2018-08-11,159.89,-147.33,2.12
2018-08-12,159.01,-147.60,5.94
2018-08-13,158.90,-147.68,1.69
2018-08-14,160.19,-147.43,-2.38
2018-08-15,160.58,-148.50,1.39
2018-08-16,159.51,-148.45,4.94
2018-08-17,159.11,-147.73,1.64
2018-08-18,159.55,-147.85,-1.26
2018-08-19,160.56,-147.14,1.29
2018-08-20,159.82,-147.23,-0.53
2018-08-21,160.91,-147.89,0.83
2018-08-22,160.20,-146.97,3.59
2018-08-23,160.28,-147.56,3.77
2018-08-24,161.14,-148.34,1.93
2018-08-25,160.63,-148.21,-0.21
2018-08-26,161.60,-147.78,4.14
2018-08-27,161.19,-148.95,7.01
2018-08-28,160.31,-148.55,4.37
2018-08-29,161.14,-148.16,3.51
2018-08-30,160.03,-148.55,4.34
2018-08-31,161.42,-147.58,1.20
2018-09-01,159.74,-149.13,7.48
2018-09-02,159.22,-148.21,4.23
2018-09-03,157.93,-148.06,-2.66
2018-09-04,159.05,-147.78,0.38
2018-09-05,159.74,-149.03,3.71
2018-09-06,159.78,-147.26,3.73
2018-09-07,160.28,-147.39,-2.42
2018-09-08,161.32,-148.76,4.45
2018-09-09,160.76,-148.44,8.99
2018-09-10,161.29,-148.81,5.94
2018-09-11,160.59,-147.41,1.61
2018-09-12,160.25,-148.71,4.09
2018-09-13,161.47,-148.79,-1.08
2018-09-14,158.63,-148.85,3.06
2018-09-15,159.64,-149.88,-2.15
2018-09-16,160.59,-148.35,0.47
2018-09-17,160.90,-149.06,-3.66
2018-09-18,160.36,-147.74,3.47
2018-09-19,159.80,-148.16,-0.12
2018-09-20,160.33,-148.19,-3.22
2018-09-21,161.16,-148.35,2.16
2018-09-22,160.91,-148.54,-2.59
2018-09-23,160.37,-149.85,3.62
2018-09-24,160.32,-148.64,-0.16
2018-09-25,161.83,-148.51,-1.37
2018-09-26,161.52,-148.37,-3.29
2018-09-27,161.60,-148.19,-0.45
2018-09-28,160.46,-148.57,-0.37
2018-09-29,162.65,-150.39,-2.82
2018-09-30,160.22,-148.66,1.12
2018-10-01,162.95,-151.30,3.65
2018-10-02,163.60,-147.75,5.86
2018-10-03,162.86,-148.01,4.92
2018-10-04,161.75,-148.89,-2.69
2018-10-05,160.68,-150.68,-2.08
2018-10-06,161.06,-151.60,-2.85
2018-10-07,161.58,-150.96,-3.95
2018-10-08,161.02,-149.21,1.33
2018-10-09,161.30,-149.25,2.14
2018-10-10,161.35,-149.50,-1.21
2018-10-11,159.66,-150.50,2.99
2018-10-12,162.22,-148.11,-4.72
2018-10-13,161.09,-148.22,2.57
2018-10-14,162.02,-148.98,3.24
2018-10-15,161.51,-149.12,-6.77
2018-10-16,162.83,-149.67,-4.80
2018-10-17,161.51,-149.54,-7.40
2018-10-18,161.68,-148.46,-4.19
2018-10-19,162.62,-148.68,-2.14
2018-10-20,163.20,-149.46,-1.74
2018-10-21,162.71,-149.62,-2.80
2018-10-22,162.05,-150.49,-2.76
2018-10-23,163.31,-149.70,-1.15
2018-10-24,161.92,-149.84,0.24
2018-10-25,161.54,-149.39,3.28
2018-10-26,162.37,-148.90,0.11
2018-10-27,162.86,-150.71,1.17
2018-10-28,162.29,-149.36,2.16
2018-10-29,162.19,-149.80,-3.39
2018-10-30,162.76,-150.03,-0.29
2018-10-31,164.27,-149.92,-0.95
2018-11-01,164.85,-150.27,0.69
2018-11-02,163.50,-149.89,3.78
2018-11-03,162.94,-150.23,2.03
2018-11-04,163.32,-149.93,-0.40
2018-11-05,162.53,-150.95,8.27
2018-11-06,163.24,-150.12,-1.35
2018-11-07,161.92,-152.03,-0.75
2018-11-08,162.28,-150.88,-0.54
2018-11-09,164.45,-150.01,-3.65
2018-11-10,163.30,-151.57,0.51
2018-11-11,162.21,-150.92,-1.36
2018-11-12,162.86,-151.21,-1.24
2018-11-13,164.23,-151.75,-3.43
2018-11-14,163.76,-150.66,-2.13
2018-11-15,162.53,-151.17,-6.14
2018-11-16,162.59,-150.65,-1.21
2018-11-17,163.73,-150.76,2.15
2018-11-18,162.84,-150.86,4.39
2018-11-19,163.66,-150.81,0.76
2018-11-20,163.35,-151.47,2.86
2018-11-21,163.21,-152.35,0.97
2018-11-22,160.31,-151.72,-3.51
2018-11-23,161.86,-153.83,-0.10
2018-11-24,159.27,-151.20,-15.67
2018-11-25,163.49,-151.49,-3.48
2018-11-26,165.74,-152.00,-1.58
2018-11-27,164.70,-152.29,1.04
2018-11-28,163.64,-151.34,2.47
2018-11-29,163.72,-151.09,1.44
2018-11-30,164.26,-154.28,-9.21
2018-12-01,164.22,-153.73,-0.11
2018-12-02,164.84,-151.85,2.64
2018-12-03,164.54,-151.39,1.65
2018-12-04,164.09,-151.32,3.55
2018-12-05,161.36,-149.79,0.50
2018-12-06,164.63,-152.30,5.41
2018-12-07,164.09,-151.06,-8.18
2018-12-08,165.31,-150.44,-6.14
2018-12-09,164.40,-151.47,-1.12
2018-12-10,165.50,-151.96,1.09
2018-12-11,165.29,-151.95,-2.85
2018-12-12,165.84,-153.44,3.14
2018-12-13,164.70,-152.68,-1.32
2018-12-14,164.36,-153.21,3.77
2018-12-15,164.15,-152.19,5.44
2018-12-16,164.68,-152.50,-0.47
2018-12-17,164.36,-153.26,-1.21
2018-12-18,164.89,-153.25,-4.85
2018-12-19,165.05,-152.30,-5.05
2018-12-20,164.65,-151.95,6.45
2018-12-21,165.62,-152.32,2.77
2018-12-22,165.37,-152.15,1.47
2018-12-23,165.41,-152.49,-1.77
2018-12-24,164.67,-152.87,0.63
2018-12-25,161.46,-154.14,-5.07
2018-12-26,164.34,-153.62,1.65
2018-12-27,165.08,-153.46,-2.42
2018-12-28,164.81,-152.55,1.04
2018-12-29,166.18,-153.64,-5.35
2018-12-30,165.95,-153.38,-0.30
2018-12-31,164.79,-154.27,2.15
2019-01-01,166.45,-151.68,-8.07
2019-01-02,165.32,-153.07,-3.35
2019-01-03,165.54,-152.01,1.02
2019-01-04,165.37,-153.17,0.66
2019-01-05,162.35,-153.07,-0.81
2019-01-06,163.34,-154.31,-0.53
2019-01-07,164.82,-153.37,1.16
2019-01-08,165.58,-153.65,-7.84
2019-01-09,164.87,-152.14,-9.07
2019-01-10,165.66,-154.64,-5.04
2019-01-11,166.51,-152.99,-1.44
2019-01-12,168.71,-153.05,2.28
2019-01-13,164.85,-155.07,2.30
2019-01-14,167.69,-155.20,-3.08
2019-01-15,165.34,-153.67,-1.91
2019-01-16,166.91,-153.50,-8.68
2019-01-17,165.77,-152.58,-7.38
2019-01-18,167.65,-154.73,-9.74
2019-01-19,167.86,-152.75,-16.23
2019-01-20,167.05,-153.45,-9.94
2019-01-21,166.23,-152.85,-10.92
2019-01-22,166.89,-154.31,-9.80
2019-01-23,167.12,-153.63,-1.21
2019-01-24,167.03,-153.79,-5.13
2019-01-25,165.79,-153.85,-7.53
2019-01-26,166.21,-153.96,-6.78
2019-01-27,166.88,-153.06,-3.30
2019-01-28,166.52,-152.50,-0.74
2019-01-29,166.46,-152.94,-0.70
2019-01-30,165.90,-152.71,-2.44
2019-01-31,166.73,-153.75,-5.89
2019-02-01,165.70,-155.69,2.72
2019-02-02,167.00,-155.83,4.97
2019-02-03,165.28,-154.72,4.42
2019-02-04,165.64,-153.91,1.16
2019-02-05,166.20,-153.52,2.44
2019-02-06,166.75,-155.48,-4.88
2019-02-07,166.75,-153.66,-1.86
2019-02-08,166.84,-152.35,-4.03
2019-02-09,166.79,-154.09,-9.86
2019-02-10,165.38,-154.06,-3.09
2019-02-11,165.06,-153.87,-5.70
2019-02-12,166.87,-153.84,-3.26
2019-02-13,166.85,-152.74,2.46
2019-02-14,167.15,-151.24,4.86
2019-02-15,165.87,-153.46,-3.16
2019-02-16,162.55,-154.16,-1.97
2019-02-17,166.11,-154.28,-9.99
2019-02-18,167.67,-154.57,-7.80
2019-02-19,168.45,-153.66,-6.71
2019-02-20,167.52,-154.99,-1.90
2019-02-21,166.40,-154.72,0.50
2019-02-22,167.11,-154.01,-3.07
2019-02-23,167.44,-153.86,-9.12
2019-02-24,167.00,-153.55,-11.58
2019-02-25,166.85,-154.01,-5.25
2019-02-26,167.31,-153.13,-9.37
2019-02-27,167.47,-153.92,-2.92
2019-02-28,167.66,-154.82,-5.12
2019-03-01,168.21,-154.97,-11.75
2019-03-02,167.03,-154.12,-4.81
2019-03-03,167.30,-154.64,-11.14
2019-03-04,168.17,-155.67,-13.27
2019-03-05,168.23,-155.13,-4.46
2019-03-06,165.61,-154.09,-10.45
2019-03-07,166.94,-155.21,-9.05
2019-03-08,165.44,-154.80,-9.27
2019-03-09,168.11,-154.92,-7.40
2019-03-10,168.90,-155.54,-7.13
2019-03-11,168.35,-154.95,-13.51
2019-03-12,170.08,-153.93,-11.56
2019-03-13,167.31,-155.43,-12.21
2019-03-14,168.92,-155.14,-10.21
2019-03-15,168.56,-154.91,-14.51
2019-03-16,169.66,-154.04,-18.22
2019-03-17,168.90,-155.05,-13.59
2019-03-18,169.72,-155.58,-11.45
2019-03-19,168.93,-155.05,-7.32
2019-03-20,168.95,-154.96,-13.94
2019-03-21,168.46,-155.61,-19.33
2019-03-22,168.45,-153.81,-17.29
2019-03-23,168.60,-155.05,-11.44
2019-03-24,167.97,-155.84,-13.50
2019-03-25,169.47,-155.71,-11.09
2019-03-26,168.16,-153.63,-12.53
2019-03-27,169.41,-156.17,-10.28
2019-03-28,168.36,-155.97,-15.21
2019-03-29,168.17,-155.53,-11.05
2019-03-30,168.66,-155.39,-13.37
2019-03-31,169.33,-154.72,-15.02
2019-04-01,167.92,-154.71,-10.41
2019-04-02,168.83,-156.30,-6.07
2019-04-03,168.04,-155.56,-13.28
2019-04-04,167.43,-155.20,-10.38
2019-04-05,168.78,-156.30,-9.42
2019-04-06,167.79,-154.80,-7.11
2019-04-07,168.62,-153.65,-5.29
2019-04-08,169.94,-155.62,-8.75
2019-04-09,167.93,-156.28,-11.86
2019-04-10,170.37,-157.93,-12.27
2019-04-11,170.39,-156.22,-9.94
2019-04-12,170.74,-158.41,-10.03
2019-04-13,169.85,-156.06,-9.21
2019-04-14,171.51,-155.49,-8.02
2019-04-15,171.02,-155.38,-3.24
2019-04-16,168.61,-157.49,-10.68
2019-04-17,167.98,-156.38,-9.93
2019-04-18,169.57,-155.69,-10.63
2019-04-19,169.49,-155.31,-5.60
2019-04-20,169.02,-157.94,-5.72
2019-04-21,169.40,-156.97,-6.58
2019-04-22,168.83,-155.37,-7.53
2019-04-23,170.57,-156.21,-1.33
2019-04-24,170.48,-156.06,-6.05
2019-04-25,170.85,-156.51,-7.47
2019-04-26,169.57,-156.14,-9.04
2019-04-27,168.21,-157.53,0.64
2019-04-28,169.04,-156.78,-3.86
2019-04-29,168.89,-156.06,-3.86
2019-04-30,170.41,-157.14,-3.89
2019-05-01,168.18,-155.62,-9.28
2019-05-02,170.02,-157.27,-8.95
2019-05-03,170.37,-157.60,-4.55
2019-05-04,170.23,-156.91,-3.31
2019-05-05,169.71,-157.73,-6.50
2019-05-06,169.53,-157.82,-4.17
2019-05-07,168.34,-158.43,-4.32
2019-05-08,168.29,-157.15,-7.40
2019-05-09,169.42,-156.88,-4.92
2019-05-10,170.63,-158.52,-3.42
2019-05-11,170.82,-158.22,-9.57
2019-05-12,169.11,-157.97,-2.89
2019-05-13,170.77,-157.50,-1.82
2019-05-14,170.40,-158.04,-1.59
2019-05-15,170.03,-155.94,-7.07
2019-05-16,170.50,-157.63,-5.65
2019-05-17,170.01,-159.85,-7.11
2019-05-18,168.92,-156.64,0.57
2019-05-19,168.61,-157.34,-2.84
2019-05-20,169.19,-157.47,-6.69
2019-05-21,170.35,-160.89,-1.96
2019-05-22,170.76,-159.39,-8.31
2019-05-23,170.55,-157.87,-8.90
2019-05-24,169.46,-157.70,-3.45
2019-05-25,171.30,-157.64,-5.42
2019-05-26,170.59,-157.86,-3.06
2019-05-27,168.11,-157.25,-8.12
2019-05-28,170.38,-156.86,-1.80
2019-05-29,169.86,-157.35,-0.47
2019-05-30,169.26,-155.45,-3.47
2019-05-31,169.03,-157.43,-1.20
2019-06-01,170.59,-157.01,-1.40
2019-06-02,170.29,-156.16,1.82
2019-06-03,170.96,-157.30,-1.99
2019-06-04,171.30,-156.49,-5.31
2019-06-05,169.37,-156.92,-3.17
2019-06-06,170.71,-157.28,7.65
2019-06-07,171.81,-156.94,-1.63
2019-06-08,171.98,-157.92,-1.90
2019-06-09,171.47,-158.08,-2.89
2019-06-10,172.33,-157.76,-11.36
2019-06-11,172.58,-158.00,-11.74
2019-06-12,170.79,-156.85,-4.11
2019-06-13,171.79,-157.04,-9.52
2019-06-14,171.81,-158.14,-4.80
2019-06-15,171.54,-158.83,-7.83
2019-06-16,170.98,-158.00,-3.23
2019-06-17,171.52,-158.49,-5.98
2019-06-18,172.36,-157.60,-6.78
2019-06-19,172.71,-158.85,-2.17
2019-06-20,174.29,-159.47,-1.63
2019-06-21,166.89,-158.01,-3.77
2019-06-22,171.78,-158.86,-1.30
2019-06-23,171.81,-158.86,-2.58
2019-06-24,173.11,-157.52,-4.31
2019-06-25,173.29,-159.09,0.11
2019-06-26,171.40,-158.76,-2.36
2019-06-27,171.49,-158.82,-7.18
2019-06-28,172.77,-158.78,0.60
2019-06-29,172.62,-159.31,-9.58
2019-06-30,172.57,-158.44,-9.42
2019-07-01,172.22,-158.96,-3.66
2019-07-02,171.21,-158.95,-4.84
2019-07-03,171.95,-159.03,0.81
2019-07-04,172.56,-159.29,-2.44
2019-07-05,172.69,-159.61,-10.51
2019-07-06,174.84,-162.31,-2.48
2019-07-07,175.91,-164.35,-5.97
2019-07-08,176.26,-163.97,-1.26
2019-07-09,174.83,-164.35,-2.71
2019-07-10,175.50,-164.03,-5.63
2019-07-11,175.08,-164.13,-6.76
2019-07-12,174.88,-163.28,-5.87
2019-07-13,173.87,-164.40,-5.62
2019-07-14,176.97,-163.20,-6.45
2019-07-15,176.17,-163.88,-2.46
2019-07-16,175.39,-165.38,0.94
2019-07-17,176.61,-165.40,-3.09
2019-07-18,174.54,-163.76,2.85
2019-07-19,176.83,-164.66,-2.66
2019-07-20,176.85,-165.56,-6.36
2019-07-21,175.63,-164.31,-0.59
2019-07-22,174.79,-166.04,0.04
2019-07-23,175.70,-164.60,0.67
2019-07-24,176.15,-164.97,-2.38
2019-07-25,175.29,-165.78,-5.68
2019-07-26,175.46,-165.73,-7.81
2019-07-27,175.24,-164.74,-2.06
2019-07-28,176.08,-164.18,-5.93
2019-07-29,177.25,-165.69,-8.21
2019-07-30,176.03,-166.82,-4.90
2019-07-31,176.03,-164.94,-3.32
2019-08-01,174.32,-165.55,-1.86
2019-08-02,176.13,-165.28,-1.64
2019-08-03,175.10,-165.27,-2.97
2019-08-04,174.45,-164.92,1.82
2019-08-05,174.93,-165.79,1.07
2019-08-06,174.99,-165.51,4.68
2019-08-07,176.87,-165.79,-7.14
2019-08-08,176.53,-165.59,-7.23
2019-08-09,174.80,-167.17,2.39
2019-08-10,176.80,-166.49,-6.88
2019-08-11,174.75,-166.31,-0.80
2019-08-12,175.96,-165.46,-8.62
