Date, North (mm), East (mm)
2005-11-18,0.00,0.00
2005-11-19,0.15,0.27
2005-11-20,0.09,0.26
2005-11-21,0.48,-0.43
2005-11-22,0.12,-0.32
2005-11-23,-0.60,0.42
2005-11-24,-0.35,-0.04
2005-11-25,0.72,-0.35
2005-11-26,1.16,-0.50
2005-11-27,-0.78,0.30
2005-11-28,0.44,0.75
2005-11-29,-0.29,1.13
2005-11-30,0.45,0.47
2005-12-01,-0.46,0.05
2005-12-02,-0.56,-0.86
2005-12-03,0.34,0.42
2005-12-04,0.54,0.93
2005-12-05,0.55,0.72
2005-12-06,0.53,-0.04
2005-12-07,0.06,0.49
2005-12-08,0.10,0.68
2005-12-09,1.06,1.15
2005-12-10,0.95,0.25
2005-12-11,1.58,0.39
2005-12-12,0.50,0.31
2005-12-13,0.19,1.03
2005-12-14,0.40,0.22
2005-12-15,0.84,0.81
2005-12-16,0.37,-0.28
2005-12-17,0.56,-0.38
2005-12-18,0.69,-0.54
2005-12-19,0.34,0.83
2005-12-20,1.82,0.35
2005-12-21,1.95,0.37
2005-12-22,2.13,0.20
2005-12-23,1.98,-0.79
2005-12-24,0.63,0.24
2005-12-25,-0.11,-0.32
2005-12-26,1.35,-1.47
2005-12-27,1.52,-1.15
2005-12-28,-1.05,0.42
2005-12-29,-0.18,0.50
2005-12-30,0.05,0.11
2005-12-31,2.30,-0.95
2006-01-01,1.67,-0.78
2006-01-02,0.29,1.57
2006-01-03,1.37,-0.03
2006-01-04,2.02,-1.18
2006-01-05,1.53,0.98
2006-01-06,1.79,-0.14
2006-01-07,2.61,-0.42
2006-01-08,1.09,1.44
2006-01-09,1.70,-0.47
2006-01-10,1.33,1.02
2006-01-11,2.44,0.72
2006-01-12,1.99,0.03
2006-01-13,1.14,0.51
2006-01-14,1.74,2.54
2006-01-15,1.61,-0.10
2006-01-16,2.03,0.89
2006-01-17,1.05,0.11
2006-01-18,3.02,0.39
2006-01-19,1.85,-0.88
2006-01-20,0.89,-0.58
2006-01-21,1.80,0.14
2006-01-22,2.26,-0.59
2006-01-23,2.68,0.06
2006-01-24,1.32,0.21
2006-01-25,0.92,0.10
2006-01-26,2.09,-0.01
2006-01-27,2.26,-0.04
2006-01-28,3.08,-0.08
2006-01-29,1.31,-0.29
2006-01-30,0.66,-0.40
2006-01-31,1.86,-0.12
2006-02-01,1.52,-0.49
2006-02-02,2.13,-0.76
2006-02-03,1.27,-0.81
2006-02-04,1.18,-0.67
2006-02-05,2.08,-0.93
2006-02-06,1.47,0.30
2006-02-07,2.25,-0.69
2006-02-08,1.32,-0.38
2006-02-09,0.09,-1.32
2006-02-10,0.09,-1.40
2006-02-11,0.38,-1.18
2006-02-12,0.68,-0.94
2006-02-13,1.20,-1.13
2006-02-14,-0.48,-0.91
2006-02-15,0.47,-1.93
2006-02-16,0.92,-0.82
2006-02-17,0.63,-1.46
2006-02-18,-0.47,-1.28
2006-02-19,0.45,-1.16
2006-02-20,1.07,-1.20
2006-02-21,0.15,-1.33
2006-02-22,1.77,-1.03
2006-02-23,1.26,-0.83
2006-02-24,0.54,-1.08
2006-02-25,0.26,-0.32
2006-02-26,0.58,-0.85
2006-02-27,1.87,-0.71
2006-02-28,2.51,1.05
2006-03-01,0.85,-1.13
2006-03-02,0.86,-0.61
2006-03-03,-0.57,-1.91
2006-03-04,1.35,-1.43
2006-03-05,1.56,-1.27
2006-03-06,2.17,-2.59
2006-03-07,2.39,-1.62
2006-03-08,2.16,-0.40
2006-03-09,1.74,-1.47
2006-03-10,1.52,-1.48
2006-03-11,0.74,-0.98
2006-03-12,1.20,-0.48
2006-03-13,1.76,-1.43
2006-03-14,0.26,-0.15
2006-03-15,1.41,-1.03
2006-03-16,2.14,-1.04
2006-03-17,-0.05,-1.85
2006-03-18,2.14,-0.75
2006-03-19,1.03,-2.03
2006-03-20,2.00,-1.54
2006-03-21,1.68,-2.35
2006-03-22,2.38,-2.22
2006-03-23,1.72,-0.99
2006-03-24,1.53,-1.00
2006-03-25,1.84,-1.79
2006-03-26,2.85,-1.66
2006-03-27,2.83,-2.59
2006-03-28,3.01,-2.10
