Date,North (mm),East (mm)
2006-11-22,0.00,0.00
2006-11-23,-0.71,-1.51
2006-11-24,-0.23,-0.50
2006-11-25,-0.91,-0.55
2006-11-26,-1.60,-0.45
2006-11-27,-0.39,-1.07
2006-11-28,-0.79,-1.15
2006-11-29,-0.74,-0.57
2006-11-30,-0.60,0.58
2006-12-01,-0.83,0.23
2006-12-02,-1.61,-0.18
2006-12-03,0.23,-0.13
2006-12-04,-0.41,-0.35
2006-12-05,-0.81,-0.01
2006-12-06,0.33,0.03
2006-12-07,-0.21,-0.44
2006-12-08,0.16,-0.40
2006-12-09,0.47,0.12
2006-12-10,-0.80,-1.43
2006-12-11,0.20,-1.89
2006-12-12,0.25,0.25
2006-12-13,0.97,-0.67
2006-12-14,-0.27,-1.29
2006-12-15,-0.55,-0.77
2006-12-16,-1.21,0.23
2006-12-17,-0.73,-0.15
2006-12-18,-0.17,-0.43
2006-12-19,0.78,-0.23
2006-12-20,-0.92,-0.62
2006-12-21,-0.53,-0.67
2006-12-22,-0.37,-0.67
2006-12-23,0.76,-0.19
2006-12-24,-0.81,0.25
2006-12-25,-0.86,-0.20
2006-12-26,-1.46,0.66
2006-12-27,0.24,0.10
2006-12-28,1.13,-2.60
2006-12-29,0.44,-2.05
2006-12-30,0.17,-0.71
2006-12-31,-0.27,-1.43
2007-01-01,-1.11,0.14
2007-01-02,0.78,-0.15
2007-01-03,1.16,-0.83
2007-01-04,0.74,-1.52
2007-01-05,0.23,-0.45
2007-01-06,-0.04,0.40
2007-01-07,0.81,-1.03
2007-01-08,1.70,-1.23
2007-01-09,0.33,-0.64
2007-01-10,-0.99,-0.66
2007-01-11,-0.72,-1.29
2007-01-12,0.70,-1.09
2007-01-13,0.39,-1.05
2007-01-14,0.61,-0.04
2007-01-15,0.20,-0.43
2007-01-16,-0.01,-0.56
2007-01-17,0.12,-0.07
2007-01-18,1.33,-0.38
2007-01-19,0.57,-0.01
2007-01-20,-0.52,-0.93
2007-01-21,-0.90,-0.21
2007-01-22,-0.27,-0.48
2007-01-23,0.92,-0.12
2007-01-24,-0.03,-0.10
2007-01-25,0.09,-0.05
2007-01-26,-0.47,-0.78
2007-01-27,-0.41,0.06
2007-01-28,1.06,-0.29
2007-01-29,0.02,-0.14
2007-01-30,-0.14,-0.06
2007-01-31,-0.86,-0.20
2007-02-01,-0.63,0.21
2007-02-02,-0.24,0.34
2007-02-03,0.64,-0.27
2007-02-04,0.84,-0.30
2007-02-05,-0.31,-0.14
2007-02-06,-0.18,0.22
2007-02-07,0.55,0.24
2007-02-08,-0.32,0.09
2007-02-09,-0.47,0.01
2007-02-10,-0.99,0.05
2007-02-11,0.16,-0.62
2007-02-12,0.17,0.16
2007-02-13,-0.08,0.28
2007-02-14,-0.87,0.10
2007-02-15,0.05,-1.99
2007-02-16,-0.73,0.91
2007-02-17,0.85,0.97
2007-02-18,0.83,-0.15
2007-02-19,-0.06,-0.30
2007-02-20,-0.51,-0.92
2007-02-21,-0.73,-0.38
2007-02-22,2.31,0.28
2007-02-23,0.72,-0.04
2007-02-24,0.11,-0.09
2007-02-25,-2.01,-1.15
2007-02-26,-0.36,-1.25
2007-02-27,-1.99,3.32
2007-02-28,-0.25,-0.32
2007-03-01,0.07,-0.62
2007-03-02,-0.86,-0.66
2007-03-03,-0.91,-0.04
2007-03-04,0.89,0.12
2007-03-05,0.47,-0.47
2007-03-06,0.11,-1.07
2007-03-07,-0.55,-1.42
2007-03-08,-0.30,-1.01
2007-03-09,-0.76,-0.58
2007-03-10,0.61,-1.36
2007-03-11,-0.36,-1.55
2007-03-12,0.05,-1.20
2007-03-13,-0.05,-0.37
2007-03-14,0.17,-0.69
2007-03-15,0.61,-0.39
2007-03-16,0.34,-1.41
2007-03-17,0.22,-1.28
2007-03-18,-0.25,-1.51
2007-03-19,-0.42,-0.56
2007-03-20,-0.78,-0.94
2007-03-21,-2.27,-2.21
2007-03-22,-0.02,-1.35
2007-03-23,-0.03,-2.35
2007-03-24,-0.18,-1.39
2007-03-25,-0.27,-1.28
2007-03-26,-1.26,-1.95
2007-03-27,-0.12,-1.02
2007-03-28,-2.53,-2.99
2007-03-29,-4.38,-0.56
2007-03-30,-1.56,-1.90
2007-03-31,-0.29,-1.10
2007-04-01,-0.57,-1.48
2007-04-02,-0.24,-1.86
2007-04-03,0.35,-1.47
2007-04-04,0.58,-1.54
2007-04-05,-0.91,-1.27
2007-04-06,-0.61,-1.74
2007-04-07,0.28,-3.24
2007-04-08,-0.74,-1.95
2007-04-09,0.42,-2.42
2007-04-10,0.18,0.69
2007-04-11,-0.51,-1.23
2007-04-12,0.35,-1.37
2007-04-13,0.76,-3.17
2007-04-14,0.37,-1.64
2007-04-15,-1.21,-0.50
2007-04-16,-3.00,0.44
2007-04-17,0.92,-1.16
2007-04-18,-0.03,0.81
2007-04-19,0.04,-1.41
2007-04-20,0.60,-2.76
2007-04-21,0.25,-1.56
2007-04-22,0.86,-1.45
2007-04-23,-2.00,0.85
2007-04-24,-1.95,0.14
2007-04-25,0.56,-2.28
2007-04-26,0.94,-2.16
2007-04-27,0.80,-1.97
2007-04-28,0.21,-1.23
2007-04-29,0.58,-2.09
2007-04-30,0.67,-1.77
2007-05-01,0.56,-1.39
2007-05-02,0.24,-1.50
2007-05-03,0.80,-1.14
2007-05-04,-0.46,-2.68
2007-05-05,0.93,-3.06
2007-05-06,1.38,-2.87
2007-05-07,0.67,-0.44
2007-05-08,0.53,-2.25
