Date,North (mm),East (mm)
2008-05-15,0.00,0.00
2008-05-16,-0.66,-0.14
2008-05-17,-0.97,0.15
2008-05-18,-0.88,-0.17
2008-05-19,-1.13,-0.11
2008-05-20,2.53,-0.25
2008-05-21,0.53,-1.67
2008-05-22,-2.62,1.32
2008-05-23,-1.52,1.46
2008-05-24,-1.91,1.27
2008-05-25,-1.72,0.81
2008-05-26,-3.68,1.29
2008-05-27,-1.10,1.36
2008-05-28,-0.80,0.82
2008-05-29,-1.33,0.23
2008-05-30,-0.41,2.66
2008-05-31,0.09,1.45
2008-06-01,0.59,-0.71
2008-06-02,0.05,-0.39
2008-06-03,1.90,-2.82
2008-06-04,1.74,-1.73
2008-06-05,-0.43,-1.01
2008-06-06,3.47,-18.10
2008-06-07,0.30,-0.31
2008-06-08,0.51,2.00
2008-06-09,-0.50,-1.56
2008-06-10,5.87,-4.86
2008-06-11,0.96,1.26
2008-06-12,0.37,0.70
2008-06-13,-0.04,1.63
2008-06-14,1.56,1.60
2008-06-15,-0.28,1.17
2008-06-16,-2.34,-0.17
2008-06-17,2.23,-2.01
2008-06-18,3.13,-3.64
2008-06-19,0.82,-1.92
2008-06-20,0.41,2.01
2008-06-21,2.17,1.27
2008-06-22,3.74,-2.07
2008-06-23,0.36,2.67
2008-06-24,-1.17,0.83
2008-06-25,1.50,0.37
2008-06-26,1.59,1.37
2008-06-27,-0.19,1.10
2008-06-28,1.20,0.63
2008-06-29,-1.33,2.13
2008-06-30,0.99,-0.24
2008-07-01,0.69,1.71
2008-07-02,-0.34,0.16
2008-07-03,1.50,0.96
2008-07-04,2.05,2.12
2008-07-05,1.35,2.11
2008-07-06,2.73,2.55
2008-07-07,0.32,0.32
2008-07-08,0.84,0.21
2008-07-09,0.18,0.12
2008-07-10,1.13,-0.14
2008-07-11,1.65,-0.52
2008-07-12,0.82,0.70
2008-07-13,0.46,-0.35
2008-07-14,-0.16,1.18
2008-07-15,0.73,-0.82
2008-07-16,2.07,-0.47
2008-07-17,2.91,-1.44
2008-07-18,1.51,0.51
2008-07-19,2.27,-1.60
2008-07-20,1.80,1.55
2008-07-21,-0.32,0.51
2008-07-22,3.63,0.97
2008-07-23,0.86,0.34
2008-07-24,0.86,-0.59
2008-07-25,2.57,-0.51
2008-07-26,0.73,0.52
2008-07-27,2.23,-1.05
2008-07-28,3.97,-5.35
2008-07-29,3.79,-1.08
2008-07-30,0.53,0.43
2008-07-31,1.36,-1.48
2008-08-01,2.53,-1.18
2008-08-02,0.38,-3.24
2008-08-03,2.46,-0.93
2008-08-04,2.66,1.05
2008-08-05,1.86,1.18
2008-08-06,1.96,-1.73
2008-08-07,0.76,-0.46
2008-08-08,3.91,2.20
2008-08-09,3.10,0.72
2008-08-10,2.52,0.73
2008-08-11,1.82,-0.41
2008-08-12,1.19,-1.18
2008-08-13,-0.06,0.53
2008-08-14,1.89,-1.19
2008-08-15,1.67,0.53
2008-08-16,0.84,0.22
2008-08-17,1.77,-0.41
2008-08-18,4.02,-3.02
2008-08-19,6.70,6.78
2008-08-20,2.30,-0.60
2008-08-21,6.46,-0.10
2008-08-22,1.59,-1.05
2008-08-23,2.13,-1.67
2008-08-24,3.29,-2.18
2008-08-25,6.76,3.71
2008-08-26,4.26,-2.85
2008-08-27,3.01,-2.18
2008-08-28,3.68,-1.98
2008-08-29,3.18,-1.97
2008-08-30,6.38,-2.72
2008-08-31,4.20,-4.48
2008-09-01,4.84,-2.99
2008-09-02,4.94,-1.87
2008-09-03,5.86,-1.07
2008-09-04,4.00,-1.60
2008-09-05,3.43,-2.23
2008-09-06,3.66,-2.28
2008-09-07,4.64,-2.09
2008-09-08,6.61,-1.30
2008-09-09,4.16,0.27
2008-09-10,3.80,-0.45
2008-09-11,4.34,-2.95
2008-09-12,3.94,-2.15
2008-09-13,3.70,-1.85
2008-09-14,3.57,-1.82
2008-09-15,3.49,-1.34
2008-09-16,4.34,-2.35
2008-09-17,4.30,0.24
2008-09-18,3.69,-1.98
2008-09-19,5.44,-1.99
2008-09-20,7.85,0.13
2008-09-21,4.05,-2.90
2008-09-22,6.16,-3.53
2008-09-23,4.52,-1.31
2008-09-24,5.42,-2.35
2008-09-25,4.89,6.53
2008-09-26,4.64,-2.31
2008-09-27,3.58,-0.93
2008-09-28,3.49,-1.32
2008-09-29,4.18,-1.38
2008-09-30,4.41,-2.25
2008-10-01,5.12,-0.92
2008-10-02,4.79,-1.30
2008-10-03,3.33,-0.09
2008-10-04,7.06,-18.37
2008-10-05,5.74,-1.31
2008-10-06,4.64,-2.31
2009-05-22,8.03,-7.86
2009-05-23,6.19,-5.16
2009-05-24,5.06,-5.92
2009-05-25,4.77,-5.61
2009-05-26,4.65,-4.49
2009-05-27,6.15,-5.16
2009-05-28,5.79,-4.97
2009-05-29,4.09,-4.90
2009-05-30,4.68,-5.28
2009-05-31,3.72,-4.03
2009-06-01,4.56,-5.42
2009-06-02,5.08,-5.12
2009-06-03,4.97,-5.14
2009-06-04,3.93,-6.47
2009-06-05,4.96,-5.62
2009-06-06,4.07,-6.31
2009-06-07,6.12,-4.87
2009-06-08,4.76,-6.54
2009-06-09,5.75,-7.89
2009-06-10,5.05,-6.32
2009-06-11,5.07,-7.93
2009-06-12,6.19,-6.33
2009-06-13,6.51,-6.53
2009-06-14,5.08,-5.47
2009-06-15,3.48,-5.83
2009-06-16,4.74,-5.23
2009-06-17,4.56,-5.78
2009-06-18,5.49,-6.09
2009-06-19,6.08,-6.65
2009-06-20,5.87,-9.86
2009-06-21,6.97,-5.28
2009-06-22,5.85,-5.81
2009-06-23,6.14,-6.08
2009-06-24,6.68,-6.20
2009-06-25,5.52,-5.19
2009-06-26,4.92,-6.69
2009-06-27,6.36,-6.59
2009-06-28,6.31,-6.24
2009-06-29,5.61,-6.63
2009-06-30,5.92,-7.85
2009-07-01,6.88,-6.37
2009-07-02,6.21,-6.36
2009-07-03,9.34,-8.15
2009-07-04,5.92,-7.15
2009-07-05,7.10,-6.96
2009-07-06,7.64,-6.40
2009-07-07,8.38,-6.28
2009-07-08,8.83,-14.36
2009-07-09,11.05,-5.96
2009-07-10,7.07,-6.26
2009-07-11,6.90,-7.30
2009-07-12,6.86,-6.88
2009-07-13,9.16,-9.43
2009-07-14,6.95,-7.46
2009-07-15,6.81,-7.09
2009-07-16,5.99,-6.80
2009-07-17,6.06,-7.73
2009-07-18,6.80,-7.35
2009-07-19,8.02,-8.10
2009-07-20,8.36,-7.08
2009-07-21,6.69,-8.09
2009-07-22,7.28,-6.26
2009-07-23,4.79,-7.30
2009-07-24,8.46,-6.71
2009-07-25,8.03,-6.72
2009-07-26,5.66,-8.45
2009-07-27,5.84,-7.24
2009-07-28,7.70,-6.71
2009-07-29,8.51,-8.22
2009-07-30,5.60,-7.28
2009-07-31,6.90,-7.75
2009-08-01,6.04,-8.59
2009-08-02,6.95,-7.73
2009-08-03,6.30,-7.05
2009-08-04,5.25,-6.10
2009-08-05,5.20,-3.83
2009-08-06,6.60,-12.21
2009-08-07,6.75,-7.48
2009-08-08,8.44,-7.63
2009-08-09,7.11,-7.00
2009-08-10,8.10,-6.11
2009-08-11,8.72,-7.03
2009-08-12,8.56,-6.66
2009-08-13,9.28,-6.82
2009-08-14,10.28,-14.09
2009-08-15,8.77,-8.08
2009-08-16,7.69,-7.99
2009-08-17,7.64,-7.80
2009-08-18,8.22,-8.18
2009-08-19,8.45,-7.69
2009-08-20,7.30,-7.12
2009-08-21,8.75,-7.37
2009-08-22,8.36,-7.22
2009-08-23,7.50,-9.18
2009-08-24,9.73,-8.63
2009-08-25,8.57,-7.44
2009-08-26,7.00,-8.43
2009-08-27,6.57,-7.47
2009-08-28,8.97,-7.11
2009-08-29,8.79,-8.60
2009-08-30,11.41,-8.05
2009-08-31,12.83,-6.87
2009-09-01,8.44,-8.78
2009-09-02,9.65,-8.94
2009-09-03,8.65,-8.51
2009-09-04,8.36,-7.84
2009-09-05,7.78,-7.35
2009-09-06,11.89,-10.37
2009-09-07,9.09,-6.77
2009-09-08,8.01,-8.00
2009-09-09,6.92,-8.20
2009-09-10,7.82,-8.66
2009-09-11,8.60,-8.30
2009-09-12,9.38,-8.21
2009-09-13,9.53,-7.76
2009-09-14,9.41,-7.87
2009-09-15,7.00,-9.02
2009-09-16,7.50,-7.97
2009-09-17,8.35,-7.57
2009-09-18,9.09,-8.02
2009-09-19,11.01,-4.94
2009-09-20,9.76,-9.27
2009-09-21,8.12,-8.70
2009-09-22,7.77,-8.43
2009-09-23,8.62,-8.58
2009-09-24,6.99,-8.90
2009-09-25,8.58,-8.20
2009-09-26,8.94,-8.24
2009-09-27,7.94,-8.51
2009-09-28,9.55,-7.91
2009-09-29,7.83,-23.32
2009-09-30,8.42,-9.53
2009-10-01,8.61,-8.40
2009-10-02,9.11,-10.01
2009-10-03,7.22,-13.35
2009-10-04,7.64,-9.90
2009-10-05,7.20,-9.34
2009-10-06,8.73,-8.99
2009-10-07,9.39,-7.97
2009-10-08,8.42,-8.40
2009-10-09,7.12,-8.49
2009-10-10,6.62,-8.61
2009-10-11,8.38,-6.84
2009-10-12,9.99,-7.25
2009-10-13,7.80,-8.89
2009-10-14,8.69,-14.51
2009-10-15,9.01,-9.56
2009-10-16,9.17,-8.54
2009-10-17,9.05,-6.25
2009-10-18,9.95,-15.82
2009-10-19,12.75,-15.70
2009-10-20,9.85,-9.05
2009-10-21,9.37,-8.74
2009-10-22,8.23,-7.68
2009-10-23,7.91,-8.56
2009-10-24,7.95,-8.73
2009-10-25,8.88,-9.78
2009-10-26,8.57,-8.47
2009-10-27,9.01,-8.63
2009-10-28,5.75,-9.97
2009-10-29,7.97,-8.47
2009-10-30,8.43,-8.47
2009-10-31,8.93,-8.13
2009-11-01,8.77,-9.64
2009-11-02,9.03,-7.16
2009-11-03,8.49,-8.83
2009-11-04,8.84,-8.35
2009-11-05,7.38,-6.05
2009-11-06,10.11,-14.32
2009-11-07,10.29,-13.48
2009-11-08,9.17,-10.93
2009-11-09,9.61,-8.73
2009-11-10,9.52,-10.86
2009-11-11,9.93,-14.50
2009-11-12,8.87,-13.26
2009-11-13,7.63,-9.93
2009-11-14,11.04,-9.00
2009-11-15,9.79,-8.84
2009-11-16,8.65,-8.72
2009-11-17,8.91,-8.17
2009-11-18,7.83,-14.59
2009-11-19,9.26,-8.82
2009-11-20,10.64,-9.72
2009-11-21,8.85,-13.24
2009-11-22,7.68,-17.07
2009-11-23,9.38,-8.61
2009-11-24,9.94,-9.81
2009-11-25,8.93,-9.43
2009-11-26,9.63,-9.37
2009-11-27,10.63,-13.55
2009-11-28,7.36,-10.71
2009-11-29,9.48,-9.85
2009-11-30,9.96,-9.58
2009-12-01,9.97,-9.91
2009-12-02,9.47,-9.06
2009-12-03,8.97,-9.53
2009-12-04,9.47,-9.13
2009-12-05,11.54,-13.88
2009-12-06,8.17,-12.02
2009-12-07,9.65,-9.71
2009-12-08,9.42,-13.30
2009-12-09,9.01,-10.34
2009-12-10,8.41,-7.59
2009-12-11,9.71,-9.07
2009-12-12,10.04,-11.19
2009-12-13,12.83,-12.80
2009-12-14,9.37,-8.77
2009-12-15,11.09,-13.11
2009-12-16,14.40,-17.69
2009-12-17,9.17,-9.97
2009-12-18,9.13,-8.14
2009-12-19,8.67,-9.46
2009-12-20,10.29,-9.61
2009-12-21,12.64,-24.39
2009-12-22,7.82,-11.92
2009-12-23,9.88,-10.34
2009-12-24,8.54,-9.04
2009-12-25,9.45,-9.13
2009-12-26,8.84,-9.75
2009-12-27,10.04,-9.77
2009-12-28,9.52,-9.94
2009-12-29,8.59,-10.22
2009-12-30,11.07,-12.21
2009-12-31,10.48,-16.80
2010-01-01,10.19,-16.47
2010-01-02,11.53,-14.70
2010-01-03,8.77,-9.58
2010-01-04,9.27,-10.07
2010-01-05,9.37,-9.56
2010-01-06,10.14,-10.24
2010-01-07,9.88,-9.95
2010-01-08,10.29,-9.67
2010-01-09,9.59,-10.06
2010-01-10,9.37,-9.42
2010-01-11,9.54,-8.57
2010-01-12,11.67,-12.62
2010-01-13,11.01,-19.38
2010-01-14,9.77,-9.52
2010-01-15,9.00,-10.58
2010-01-16,9.52,-11.24
2010-01-17,10.21,-11.24
2010-01-18,11.84,-14.66
2010-01-19,7.97,-12.89
2010-01-20,10.98,-15.04
2010-01-21,9.63,-13.18
2010-01-22,11.73,-13.03
2010-01-23,12.84,-13.93
2010-01-24,8.62,-10.34
2010-01-25,10.12,-14.02
2010-01-26,11.71,-15.34
2010-01-27,8.91,-12.13
2010-01-28,9.08,-10.42
2010-01-29,9.11,-10.96
2010-01-30,10.18,-12.20
2010-01-31,9.42,-10.47
2010-02-01,9.81,-10.01
2010-02-02,9.04,-11.21
2010-02-03,10.19,-14.36
2010-02-04,11.03,-10.17
2010-02-05,10.47,-12.82
2010-02-06,9.81,-10.88
2010-02-07,9.77,-11.49
2010-02-08,9.29,-12.30
2010-02-09,8.81,-10.87
2010-02-10,11.00,-11.20
2010-02-11,10.36,-8.92
2010-02-12,14.23,-18.34
2010-02-13,11.29,-13.73
2010-02-14,10.24,-10.02
2010-02-15,10.26,-13.61
2010-02-16,10.78,-12.45
2010-02-17,8.51,-11.50
2010-02-18,9.93,-14.73
2010-02-19,9.71,-11.95
2010-02-20,10.02,-12.53
2010-02-21,12.47,-12.84
2010-02-22,9.88,-11.74
2010-02-23,10.29,-10.39
2010-02-24,9.68,-14.54
2010-02-25,10.21,-14.40
2010-02-26,9.60,-12.80
2010-02-27,9.90,-10.69
2010-02-28,10.38,-12.72
2010-03-01,10.07,-12.22
2010-03-02,9.90,-12.31
2010-03-03,13.34,-14.44
2010-03-04,11.47,-10.18
2010-03-05,10.68,-11.93
2010-03-06,10.28,-13.07
2010-03-07,10.15,-13.08
2010-03-08,10.88,-15.00
2010-03-09,9.73,-12.46
2010-03-10,13.87,-16.97
2010-03-11,11.30,-11.13
2010-03-12,9.77,-12.92
2010-03-13,10.48,-14.82
2010-03-14,9.26,-13.00
2010-03-15,10.23,-12.96
2010-03-16,9.72,-11.89
2010-03-17,12.21,-13.57
2010-03-18,11.72,-13.36
2010-03-19,10.76,-13.16
2010-03-20,11.35,-12.80
2010-03-21,9.88,-17.51
2010-03-22,12.97,-21.44
2010-03-23,11.95,-14.48
2010-03-24,10.70,-13.46
2010-03-25,12.25,-18.74
2010-03-26,11.62,-18.88
2010-03-27,11.24,-14.17
2010-03-28,13.19,-14.77
2010-03-29,15.75,-20.91
2010-03-30,11.35,-14.64
2010-03-31,10.95,-16.50
2010-04-01,10.16,-15.80
2010-04-02,11.09,-15.59
2010-04-03,10.83,-18.94
2010-04-04,11.35,-16.94
2010-04-05,12.53,-17.78
2010-04-06,12.65,-19.79
2010-04-07,11.36,-13.68
2010-04-08,11.11,-15.67
2010-04-09,11.42,-14.26
2010-04-10,11.58,-13.38
2010-04-11,10.31,-12.97
2010-04-12,12.35,-11.98
2010-04-13,10.22,-12.47
2010-04-14,10.82,-13.58
2010-04-15,12.46,-11.51
2010-04-16,11.14,-13.23
