Date,North (mm),East (mm)
2005-10-27,0.00,0.00
2005-10-28,1.81,0.63
2005-10-29,2.81,1.25
2005-10-30,2.99,0.97
2005-10-31,4.74,0.33
2005-11-01,5.77,-1.40
2005-11-02,4.05,-0.34
2005-11-03,4.20,0.26
2005-11-04,6.13,1.30
2005-11-05,4.63,1.23
2005-11-06,3.08,0.45
2005-11-07,5.43,1.26
2005-11-08,3.05,0.91
2005-11-09,0.46,-3.58
2005-11-10,5.57,1.04
2005-11-11,5.28,-1.42
2005-11-12,5.25,1.28
2005-11-13,7.10,2.86
2005-11-14,3.85,0.80
2005-11-15,4.53,0.71
2005-11-16,6.43,1.22
2005-11-17,4.63,0.91
2005-11-18,4.93,1.48
2005-11-19,5.28,0.81
2005-11-20,4.62,0.75
2005-11-21,4.79,-0.10
2005-11-22,5.56,-0.43
2005-11-23,3.56,-0.23
2005-11-24,5.06,-0.58
2005-11-25,3.42,-1.14
2005-11-26,5.82,-0.20
2005-11-27,4.68,-0.60
2005-11-28,3.92,-1.97
2005-11-29,4.94,-0.25
2005-11-30,5.11,-0.48
2005-12-01,7.06,-0.30
2005-12-02,7.04,-1.00
2005-12-03,4.83,-1.73
2005-12-04,7.02,0.11
2005-12-05,6.28,-1.18
2005-12-06,4.31,0.59
2005-12-07,4.06,0.66
2005-12-08,5.30,0.47
2005-12-09,5.62,0.16
2005-12-10,6.00,0.38
2005-12-11,5.61,0.60
2005-12-12,5.74,-0.42
2005-12-13,6.26,1.25
2005-12-14,5.59,-0.76
2005-12-15,6.43,-0.13
2005-12-16,5.91,-2.14
2005-12-17,5.20,-1.16
2005-12-18,8.46,1.01
2005-12-19,7.10,0.92
2005-12-20,6.88,0.53
2005-12-21,7.49,0.54
2005-12-22,10.11,-0.37
2005-12-23,4.46,-0.76
2005-12-24,4.22,-1.06
2005-12-25,5.01,-1.12
2005-12-26,4.22,1.39
2005-12-27,4.47,-3.60
2005-12-28,4.56,2.97
2005-12-29,1.53,-4.68
2005-12-30,4.28,2.21
2005-12-31,2.83,-4.94
2006-01-01,4.96,-0.11
2006-01-02,3.96,-0.86
2006-01-03,3.42,-4.11
2006-01-04,6.52,-1.34
2006-01-05,5.46,-0.40
2006-01-06,5.40,-0.57
2006-01-07,6.16,-0.59
2006-01-08,4.69,-2.44
2006-01-09,4.33,-2.48
2006-01-10,5.44,-0.16
2006-01-11,6.89,-0.27
2006-01-12,7.29,-1.00
