Date,North (mm),East (mm)
2006-07-14,0.00,0.00
2006-07-15,-0.14,-0.17
2006-07-16,0.63,-0.29
2006-07-17,-0.76,-1.55
2006-07-18,-1.15,-0.13
2006-07-19,0.75,-0.70
2006-07-20,-0.20,-0.31
2006-07-21,0.31,-1.41
2006-07-22,0.32,-0.30
2006-07-23,0.33,0.05
2006-07-24,0.95,-0.75
2006-07-25,-0.01,-1.19
2006-07-26,0.12,-1.05
2006-07-27,0.78,-0.65
2006-07-28,0.66,1.22
2006-07-29,2.05,-0.07
2006-07-30,0.73,-1.09
2006-07-31,0.35,0.15
2006-08-01,-0.26,-0.17
2006-08-02,0.24,-1.31
2006-08-03,-0.51,-1.83
2006-08-04,-0.76,-1.97
2006-08-05,0.34,-0.41
2006-08-06,-1.70,-1.21
2006-08-07,0.37,-0.08
2006-08-08,1.17,-0.03
2006-08-09,0.21,-0.53
2006-08-10,0.38,-1.68
2006-08-11,-0.50,-0.77
2006-08-12,0.63,-0.89
2006-08-13,-0.03,-0.41
2006-08-14,0.07,-1.80
2006-08-15,0.71,-0.45
2006-08-16,-0.48,-1.04
2006-08-17,0.40,-2.06
2006-08-18,-0.54,0.26
2006-08-19,1.04,0.28
2006-08-20,1.36,-0.76
2006-08-21,0.00,-0.86
2006-08-22,0.49,-0.78
2006-08-23,0.57,-1.56
2006-08-24,1.52,-0.91
2006-08-25,0.21,-1.95
2006-08-26,0.06,-1.62
2006-08-27,0.57,-1.38
2006-08-28,0.59,-0.72
2006-08-29,0.01,-1.26
2006-08-30,1.04,-1.28
2006-08-31,0.80,-1.54
2006-09-01,0.76,-1.49
2006-09-02,0.23,-1.49
2006-09-03,0.53,-1.29
2006-09-04,0.23,-1.25
2006-09-05,0.56,-1.51
2006-09-06,1.67,-0.81
2006-09-07,0.92,-1.27
2006-09-08,1.24,-2.24
2006-09-09,1.01,-2.98
2006-09-10,2.99,-1.71
2006-09-11,0.73,-1.31
2006-09-12,2.04,-1.81
2006-09-13,2.53,-1.27
2006-09-14,0.90,-3.94
2006-09-15,-0.21,-2.90
2006-09-16,1.52,-3.19
2006-09-17,0.87,-1.95
2006-09-18,0.38,-1.51
2006-09-19,2.83,-4.68
2006-09-20,-0.26,-2.46
2006-09-21,0.42,-2.68
2006-09-22,0.58,-4.25
2006-09-23,0.99,-3.00
2006-09-24,0.56,-1.63
2006-09-25,2.03,-1.79
2006-09-26,1.24,-2.40
2006-09-27,1.86,-2.60
2006-09-28,1.26,-2.97
2006-09-29,1.80,-2.34
2006-09-30,1.59,-2.71
2006-10-01,0.78,-2.91
2006-10-02,1.31,-3.74
2006-10-03,-0.12,-3.99
2006-10-04,0.80,-2.64
2006-10-05,0.41,-2.19
2006-10-06,0.40,-3.23
2006-10-07,2.03,-3.05
2006-10-08,0.27,-3.13
2006-10-09,2.79,-3.69
2006-10-10,0.88,-2.58
2006-10-11,0.15,-3.38
2006-10-12,1.26,-3.04
2006-10-13,1.32,-3.28
2006-10-14,2.30,-2.06
2006-10-15,2.19,-3.31
2006-10-16,1.68,-3.34
2006-10-17,1.29,-2.55
2006-10-18,1.86,-3.23
2006-10-19,1.92,-2.59
2006-10-20,2.04,-3.44
2006-10-21,0.97,-3.49
2006-10-22,1.31,-3.51
2006-10-23,2.49,-2.47
2006-10-24,1.74,-3.30
2006-10-25,1.83,-3.67
2006-10-26,2.29,-3.19
2006-10-27,3.16,-3.47
2006-10-28,1.71,-2.93
2006-10-29,0.71,-4.27
2006-10-30,1.17,-3.56
2006-10-31,0.84,-4.14
2006-11-01,2.87,-3.01
2006-11-02,2.20,-3.47
2006-11-03,1.49,-4.25
2006-11-04,1.14,-4.11
2006-11-05,1.60,-4.20
2006-11-06,1.10,-4.01
2006-11-07,2.75,-3.14
2006-11-08,1.01,-4.42
2006-11-09,2.51,-4.05
2006-11-10,1.39,-4.39
2006-11-11,2.22,-2.76
2006-11-12,2.10,-4.30
2006-11-13,4.16,-4.09
2006-11-14,2.36,-4.31
2006-11-15,2.92,-3.74
2006-11-16,1.16,-4.74
2006-11-17,3.07,-4.29
2006-11-18,2.88,-4.47
2006-11-19,2.31,-5.00
2006-11-20,3.24,-3.46
2006-11-21,2.32,-4.23
2006-11-22,1.37,-4.94
2006-11-23,2.34,-4.63
2006-11-24,2.11,-4.50
2006-11-25,2.43,-4.85
2006-11-26,1.47,-4.20
