Date,North (mm),East (mm)
2008-05-09,0.00,0.00
2008-05-10,0.38,0.83
2008-05-11,1.09,-0.89
2008-05-12,-0.15,-1.18
2008-05-13,1.99,-0.71
2008-05-14,2.36,-0.15
2008-05-15,1.08,0.48
2008-05-16,1.21,0.49
2008-05-17,0.25,-0.65
2008-05-18,-0.36,-0.55
2008-05-19,0.93,0.23
2008-05-20,1.50,-0.57
2008-05-21,-2.36,1.78
2008-05-22,0.29,-0.78
2008-05-23,1.43,-0.27
2008-05-24,0.86,-0.74
2008-05-25,1.79,0.14
2008-05-26,-0.13,-0.52
2008-05-27,1.42,-0.12
2008-05-28,3.47,0.29
2008-05-29,2.28,-0.26
2008-05-30,2.16,-0.13
2008-05-31,3.82,-0.92
2008-06-01,3.06,-0.74
2008-06-02,3.76,-1.09
2008-06-03,1.09,-1.55
2008-06-04,2.30,-5.37
2008-06-05,2.40,-3.82
2008-06-06,6.08,-7.87
2008-06-07,0.34,-0.66
2008-06-08,287.45,-829.70
2008-06-09,3.63,-1.30
2008-06-10,1.89,-2.41
2008-06-11,1.02,2.26
2008-06-13,4.36,-0.56
2008-06-14,3.73,-2.16
2008-06-15,12.97,-2.52
2008-06-16,2.81,-4.04
2008-06-17,4.64,-0.52
2008-06-18,0.39,-16.27
2008-06-19,0.78,-17.99
2008-06-20,0.19,-18.21
2008-06-21,0.51,-18.94
2008-06-22,0.92,-19.04
2008-06-23,0.83,-17.53
2008-06-24,0.13,-18.09
2008-06-25,-0.02,-18.48
2008-06-26,2.80,-17.72
2008-06-27,1.33,-19.19
2008-06-28,1.58,-17.73
2008-06-29,2.90,-17.68
2008-06-30,1.45,-18.20
2008-07-01,2.49,-18.48
2008-07-02,2.89,-19.24
2008-07-03,2.03,-18.97
2008-07-04,4.15,-19.35
2008-07-05,3.69,-19.75
2008-07-06,3.04,-18.96
2008-07-07,3.97,-18.85
2008-07-08,3.03,-19.79
2008-07-09,3.53,-19.75
2008-07-10,3.94,-19.33
2008-07-11,4.39,-18.79
2008-07-12,3.62,-20.55
2008-07-13,4.37,-18.90
2008-07-14,3.43,-19.68
2008-07-15,3.02,-20.36
2008-07-16,3.80,-20.23
2008-07-17,4.27,-20.17
2008-07-18,5.39,-19.50
2008-07-19,4.65,-20.27
2008-07-20,4.72,-20.63
2008-07-21,4.70,-19.91
2008-07-22,4.43,-20.80
2008-07-23,4.72,-20.47
2008-07-24,4.27,-20.65
2008-07-25,6.03,-20.15
2008-07-26,4.64,-20.45
2008-07-27,6.91,-21.17
2008-07-28,5.60,-20.31
2008-07-29,6.54,-19.90
2008-07-30,6.47,-21.71
2008-07-31,4.97,-21.60
2008-08-01,6.92,-21.45
2008-08-02,7.32,-21.44
2008-08-03,6.75,-22.16
2008-08-04,7.10,-21.64
2008-08-05,6.74,-20.84
2008-08-06,5.63,-21.19
2008-08-07,6.96,-22.15
2008-08-08,7.82,-21.55
2008-08-09,7.63,-22.75
2008-08-10,8.07,-22.62
2008-08-11,7.60,-21.97
2008-08-12,7.81,-22.24
2008-08-13,7.54,-22.99
2008-08-14,8.06,-22.88
2008-08-15,7.28,-22.42
2008-08-16,9.18,-22.51
2008-08-17,8.70,-22.05
2008-08-18,8.90,-23.41
2008-08-19,9.07,-23.47
2008-08-20,8.95,-23.23
2008-08-21,8.75,-24.87
2008-08-22,9.54,-24.41
2008-08-23,10.24,-23.44
2008-08-24,9.97,-24.76
2008-08-25,9.35,-24.54
2008-08-26,8.86,-23.62
2008-08-27,9.74,-23.78
2008-08-28,9.34,-23.80
2008-08-29,10.21,-23.53
2008-08-30,9.65,-24.44
2008-08-31,9.94,-25.39
2008-09-01,12.14,-24.19
2008-09-02,10.15,-24.94
2008-09-03,10.47,-24.21
2008-09-04,11.07,-24.31
2008-09-05,10.53,-24.79
2008-09-06,10.15,-24.49
2008-09-07,9.92,-24.63
2008-09-08,10.39,-24.51
2008-09-09,10.98,-24.60
2008-09-10,12.73,-24.13
2008-09-11,10.91,-25.51
2008-09-12,10.78,-25.55
2008-09-13,11.63,-25.06
2008-09-14,11.67,-24.86
2008-09-15,11.28,-24.12
2008-09-16,11.71,-25.09
2008-09-17,11.27,-25.51
2008-09-18,12.96,-25.31
2008-09-19,12.55,-25.36
2008-09-20,13.87,-25.74
2008-09-21,13.14,-25.52
2008-09-22,12.12,-25.85
2008-09-23,13.63,-25.42
2008-09-24,12.90,-26.25
2008-09-25,13.22,-26.24
2008-09-26,13.09,-24.48
2008-09-27,13.30,-25.69
2008-09-28,13.30,-25.04
2008-09-29,13.70,-25.30
2008-09-30,15.36,-26.15
2008-10-01,13.87,-25.64
2008-10-02,14.97,-26.24
2008-10-03,14.58,-25.83
2008-10-04,14.74,-26.84
2008-10-05,14.57,-28.32
2008-10-06,14.28,-26.45
2008-10-07,15.59,-25.12
2008-10-08,13.17,-25.81
2008-10-09,13.51,-25.92
2008-10-10,13.03,-25.43
2008-10-11,13.64,-24.62
2008-10-12,15.09,-25.83
2008-10-13,17.68,-24.55
2008-10-14,15.18,-25.56
2008-10-15,15.29,-26.57
2008-10-16,14.12,-26.37
2008-10-17,14.98,-26.22
2008-10-18,14.10,-26.41
2008-10-19,14.36,-26.76
2008-10-20,15.41,-27.25
2008-10-21,14.05,-27.06
2008-10-22,13.75,-27.80
2008-10-23,15.64,-26.47
2008-10-24,16.45,-26.51
2008-10-25,16.94,-26.53
2008-10-26,16.51,-26.80
2008-10-27,15.15,-26.35
2008-10-28,16.24,-26.93
2008-10-29,15.34,-26.97
2008-10-30,17.35,-27.30
2008-10-31,16.90,-27.86
2008-11-01,19.46,-29.08
2008-11-02,17.01,-25.58
2008-11-03,16.32,-27.31
2008-11-04,15.48,-25.12
2008-11-05,15.89,-27.49
2008-11-06,15.15,-26.65
2008-11-07,14.86,-27.78
2008-11-08,18.11,-27.39
2008-11-09,15.14,-26.12
2008-11-10,16.91,-27.09
2008-11-11,17.01,-26.80
2008-11-12,17.03,-26.91
2008-11-13,17.54,-29.36
2008-11-14,21.23,-25.50
2008-11-15,18.51,-23.89
2008-11-16,16.88,-26.88
2008-11-17,17.21,-26.85
2008-11-18,16.79,-26.92
2008-11-19,17.22,-27.45
2008-11-20,17.88,-26.97
2008-11-21,16.33,-26.36
2008-11-22,17.70,-27.38
2008-11-23,17.37,-27.67
2008-11-24,18.02,-27.07
2008-11-25,17.75,-26.87
2008-11-26,17.09,-27.06
2008-11-27,17.00,-28.35
2008-11-28,17.87,-28.20
2008-11-29,19.93,-25.87
2008-11-30,15.35,-28.33
2008-12-01,18.61,-27.08
2008-12-02,18.13,-28.48
2008-12-03,16.18,-28.13
2008-12-04,18.08,-28.75
2008-12-05,17.87,-27.73
2008-12-06,19.02,-27.47
2008-12-07,18.03,-27.36
2008-12-08,19.66,-28.62
2008-12-09,20.32,-29.04
2008-12-10,20.34,-28.29
2008-12-11,19.08,-28.16
2008-12-12,18.04,-28.73
2008-12-13,19.54,-26.50
2008-12-14,20.27,-27.82
2008-12-15,20.79,-28.87
2008-12-16,18.81,-28.74
2008-12-17,19.56,-29.06
2008-12-18,18.51,-27.91
2008-12-19,20.07,-28.21
2008-12-20,20.01,-28.78
2008-12-21,21.29,-29.41
2008-12-22,20.34,-28.33
2008-12-23,20.54,-28.64
2008-12-24,21.72,-29.39
2008-12-25,21.10,-29.75
2008-12-26,18.66,-29.10
2008-12-27,20.53,-28.79
2008-12-28,20.34,-29.26
2008-12-29,19.26,-29.70
2008-12-30,18.60,-30.77
2008-12-31,18.74,-31.51
2009-01-01,20.09,-31.15
2009-01-02,18.34,-29.85
2009-01-03,18.47,-31.31
2009-01-04,19.09,-29.91
2009-01-05,20.08,-30.85
2009-01-06,19.19,-31.29
2009-01-07,19.23,-31.05
2009-01-08,20.62,-31.52
2009-01-09,22.72,-29.52
2009-01-10,18.62,-29.05
2009-01-11,22.49,-28.48
2009-01-12,24.74,-28.50
2009-01-13,19.82,-30.42
2009-01-14,16.37,-32.31
