Date, North (mm), East (mm)
2006-08-03,0.00,0.00
2006-08-04,-1.20,1.00
2006-08-05,-0.54,0.23
2006-08-06,-0.49,-1.61
2006-08-07,-1.32,1.66
2006-08-08,-0.25,1.63
2006-08-09,0.50,0.85
2006-08-10,0.30,0.47
2006-08-11,0.29,-0.81
2006-08-12,-0.53,1.72
2006-08-13,0.39,0.67
2006-08-14,1.48,0.26
2006-08-15,0.50,0.63
2006-08-16,-0.50,1.18
2006-08-17,0.71,0.95
2006-08-18,-0.54,0.00
2006-08-19,1.25,1.10
2006-08-20,0.50,1.22
2006-08-21,1.69,1.35
2006-08-22,0.22,1.02
2006-08-23,2.33,-0.24
2006-08-24,-0.19,0.79
2006-08-25,0.46,-0.52
2006-08-26,0.56,0.99
2006-08-27,1.72,-0.09
2006-08-28,0.28,-0.61
2006-08-29,1.33,1.60
2006-08-30,3.10,0.57
2006-08-31,1.52,-0.12
2006-09-01,1.79,0.99
2006-09-02,0.57,0.78
2006-09-03,0.63,1.89
2006-09-04,1.41,1.36
2006-09-05,-0.33,-0.31
2006-09-06,1.66,0.22
2006-09-07,0.32,-0.72
2006-09-08,0.65,0.02
2006-09-09,0.36,-0.85
2006-09-10,2.87,-0.35
2006-09-11,3.49,-0.52
2006-09-12,4.07,-0.60
2006-09-13,0.12,-0.78
2006-09-14,0.59,-0.07
2006-09-15,2.33,-4.42
2006-09-16,1.99,-1.40
2006-09-17,1.92,0.08
2006-09-18,1.59,0.23
2006-09-19,1.51,-0.39
2006-09-20,1.36,-1.43
2006-09-21,0.33,0.45
2006-09-22,3.23,1.09
2006-09-23,3.41,-0.58
2006-09-24,2.92,0.11
2006-09-25,1.71,0.39
2006-09-26,2.46,-0.41
2006-09-27,1.92,-0.66
2006-09-28,2.48,-1.45
2006-09-29,2.80,-0.65
2006-09-30,3.00,-0.68
2006-10-01,1.26,-0.55
2006-10-02,2.50,-2.83
2006-10-03,0.79,-0.23
2006-10-04,2.86,0.45
2006-10-05,0.42,0.94
2006-10-06,2.25,-2.04
2006-10-07,2.66,-1.13
2006-10-08,1.84,0.19
2006-10-09,2.56,-0.62
2006-10-10,3.03,-1.74
2006-10-11,1.62,-1.31
2006-10-12,2.48,0.23
2006-10-13,3.83,-3.35
2006-10-14,2.33,0.27
2006-10-15,1.91,-1.01
2006-10-16,3.73,-2.05
2006-10-17,2.10,-7.03
2006-10-18,0.17,-1.56
2006-10-19,2.37,-1.18
2006-10-20,2.17,-0.95
2006-10-21,1.97,-1.64
2006-10-22,1.76,-2.11
2006-10-23,2.86,-2.11
2006-10-24,2.27,-0.84
2006-10-25,2.32,-0.51
2006-10-26,2.80,-0.86
2006-10-27,2.95,-1.09
2006-10-28,1.95,-1.22
2006-10-29,2.60,-0.22
2006-10-30,2.15,-1.56
2006-10-31,2.62,-1.50
2006-11-01,2.96,-1.44
2006-11-02,3.19,-0.49
2006-11-03,2.72,-0.71
2006-11-04,3.13,-2.18
2006-11-05,3.36,-0.59
2006-11-06,2.57,-1.59
2006-11-07,3.81,-0.87
2006-11-08,3.13,-1.53
2006-11-09,3.15,-1.37
2006-11-10,2.84,-1.21
2006-11-11,2.72,-0.89
2006-11-12,3.06,-0.38
2006-11-13,5.16,-1.84
2006-11-14,3.93,-13.97
2006-11-15,3.78,-0.87
2006-11-16,2.46,-0.78
2006-11-17,3.40,-0.52
2006-11-18,3.76,-0.78
2006-11-19,3.00,-1.36
2006-11-20,3.13,-0.69
2006-11-21,3.40,-1.66
2006-11-22,2.78,-2.87
2006-11-23,4.52,-3.73
2006-11-24,3.20,-2.02
2006-11-25,3.60,-1.47
2006-11-26,2.77,-2.22
2006-11-27,2.42,-2.64
2006-11-28,0.87,2.55
2006-11-29,2.30,-1.03
2006-11-30,3.35,-1.54
2006-12-01,3.04,-1.17
2006-12-02,3.22,-1.69
2006-12-03,4.22,-1.60
2006-12-04,3.42,-2.03
2006-12-05,3.57,-1.41
2006-12-06,4.56,-2.29
2006-12-07,4.61,-2.01
2006-12-08,3.00,-1.20
2006-12-09,4.29,-0.99
2006-12-10,0.58,-5.40
2006-12-11,3.85,-4.05
2006-12-12,6.73,-3.62
2006-12-13,4.63,-1.96
2006-12-14,3.57,-1.07
2006-12-15,3.61,-4.04
2006-12-16,4.46,-5.12
2006-12-17,3.35,-3.52
2006-12-18,4.85,-2.00
2006-12-19,5.59,-2.17
2006-12-20,3.58,-3.36
2006-12-21,3.86,-3.09
2006-12-22,4.34,-1.90
2006-12-23,5.02,-2.75
2006-12-24,3.87,-2.49
2006-12-25,3.72,-2.89
2006-12-26,4.54,-4.16
2006-12-27,4.53,-2.94
2006-12-28,3.50,-2.33
2006-12-29,5.18,-3.42
2006-12-30,5.34,-2.55
2006-12-31,4.69,-3.70
2007-01-01,6.64,-2.23
2007-01-02,4.36,-2.58
2007-01-03,6.19,-2.63
2007-01-04,5.47,-4.11
2007-01-05,5.89,-4.06
2007-01-06,5.22,-2.59
2007-01-07,5.90,-2.52
2007-01-08,5.00,-3.50
2007-01-09,5.62,-3.62
2007-01-10,5.22,-3.10
2007-01-11,4.86,-5.36
2007-01-12,5.42,-3.73
2007-01-13,5.07,-2.82
2007-01-14,5.70,-3.28
2007-01-15,5.84,-3.23
2007-01-16,6.19,-2.62
2007-01-17,5.53,-3.30
2007-01-18,6.36,-3.24
2007-01-19,5.80,-2.55
2007-01-20,5.05,-3.25
2007-01-21,6.07,-3.35
2007-01-22,5.72,-2.30
2007-01-23,5.96,-3.35
2007-01-24,5.59,-2.89
2007-01-25,5.49,-3.05
2007-01-26,5.44,-3.35
2007-01-27,5.70,-2.31
2007-01-28,7.24,-2.24
2007-01-29,6.11,-2.96
2007-01-30,6.07,-2.94
2007-01-31,5.11,-4.21
2007-02-01,5.33,-2.66
2007-02-02,4.81,-2.96
2007-02-03,6.01,-3.37
2007-02-04,6.23,-2.75
2007-02-05,5.86,-3.73
2007-02-06,6.52,-2.78
2007-02-07,6.50,-3.46
2007-02-08,6.05,-3.79
2007-02-09,6.45,-2.75
2007-02-10,5.96,-3.01
2007-02-11,5.95,-5.97
2007-02-12,5.70,-3.63
2007-02-13,4.81,-3.39
2007-02-14,5.78,-2.98
2007-02-15,6.42,-1.89
2007-02-16,6.41,-3.19
2007-02-17,6.25,-1.91
2007-02-18,6.52,-3.23
2007-02-19,5.45,-4.80
2007-02-20,6.32,-4.08
2007-02-21,6.23,-2.83
2007-02-22,5.12,-4.05
2007-02-23,7.07,-1.21
2007-02-24,7.44,-3.38
2007-02-25,3.65,-9.14
2007-02-26,9.67,-10.94
2007-02-27,4.19,-3.18
2007-02-28,3.85,-5.36
2007-03-01,6.50,-5.19
2007-03-02,6.45,-4.05
2007-03-03,6.32,-4.08
2007-03-04,7.19,-3.61
2007-03-05,7.33,-4.59
2007-03-06,6.18,-4.66
2007-03-07,6.55,-4.19
2007-03-08,6.94,-7.16
2007-03-09,6.99,-5.14
2007-03-10,6.90,-4.98
2007-03-11,6.93,-4.61
2007-03-12,7.36,-4.44
2007-03-13,7.15,-4.38
2007-03-14,6.64,-5.02
2007-03-15,7.25,-4.32
2007-03-16,6.87,-6.09
2007-03-17,6.44,-5.01
2007-03-18,6.39,-5.48
2007-03-19,7.32,-5.91
2007-03-20,4.87,-9.16
2007-03-21,5.84,-7.06
2007-03-22,8.57,-5.51
2007-03-23,7.58,-6.29
2007-03-24,7.32,-5.23
2007-03-25,5.60,-6.18
2007-03-26,6.66,-6.96
2007-03-27,5.98,-4.90
2007-03-28,6.86,-5.46
2007-03-29,5.72,-4.95
2007-03-30,7.13,-5.26
2007-03-31,7.18,-5.39
2007-04-01,6.19,-4.72
2007-04-02,6.72,-4.15
2007-04-03,7.87,-6.11
2007-04-04,6.79,-5.85
2007-04-05,7.32,-6.11
2007-04-06,6.27,-6.05
2007-04-07,7.09,-6.55
2007-04-08,8.19,-7.42
2007-04-09,8.69,-4.71
2007-04-10,11.53,-7.52
2007-04-11,7.44,-5.46
2007-04-12,8.09,-4.16
2007-04-13,7.56,-5.63
2007-04-14,8.06,-5.97
2007-04-15,6.34,-8.96
2007-04-16,9.40,-5.32
2007-04-17,7.25,-7.41
2007-04-18,6.97,-7.83
2007-04-19,8.14,-6.19
2007-04-20,8.34,-6.67
2007-04-21,7.88,-5.45
2007-04-22,8.39,-10.05
2007-04-23,7.03,-6.29
2007-04-24,8.27,-6.77
2007-04-25,7.86,-6.45
2007-04-26,6.31,-5.39
2007-04-27,8.11,-6.42
2007-04-28,8.34,-5.79
2007-04-29,8.30,-6.83
2007-04-30,9.10,-6.63
2007-05-01,7.26,-5.61
2007-05-02,7.26,-5.59
2007-05-03,3.87,-7.05
2007-05-04,6.20,-10.11
2007-05-05,10.12,-9.60
2007-05-06,10.40,-6.17
2007-05-07,8.90,-6.46
2007-05-08,8.12,-6.20
2007-05-09,8.07,-6.67
2007-05-10,9.24,-6.44
2007-05-11,9.34,-6.71
2007-05-12,9.47,-5.22
2007-05-13,9.80,-6.10
2007-05-14,8.95,-7.07
2007-05-15,8.13,-7.23
2007-05-16,10.06,-7.15
2007-05-17,9.61,-7.16
2007-05-18,10.06,-6.47
2007-05-19,8.70,-6.13
2007-05-20,9.04,-7.39
2007-05-21,9.43,-8.00
2007-05-22,10.80,-7.07
2007-05-23,9.18,-6.34
2007-05-24,8.47,-7.74
2007-05-25,8.31,-5.75
2007-05-26,8.61,-7.25
2007-05-27,7.52,-8.20
2007-05-28,6.99,-7.26
2007-05-29,7.27,-8.11
2007-05-30,8.21,-8.23
2007-05-31,9.20,-7.54
2007-06-01,7.03,-8.68
2007-06-02,8.48,-6.40
2007-06-03,9.13,-7.54
2007-06-04,9.66,-7.65
2007-06-05,6.95,-12.12
2007-06-06,12.14,-11.03
2007-06-07,8.86,-7.06
2007-06-08,9.11,-7.59
2007-06-09,9.22,-7.57
2007-06-10,10.80,-7.94
2007-06-11,9.97,-7.70
2007-06-12,7.11,-7.98
2007-06-13,9.65,-6.74
2007-06-14,10.91,-6.07
2007-06-15,9.40,-8.13
2007-06-16,9.55,-7.97
2007-06-17,9.62,-6.88
2007-06-18,10.78,-6.14
2007-06-19,10.50,-6.34
2007-06-20,9.22,-6.82
2007-06-21,9.97,-7.65
2007-06-22,9.37,-7.27
2007-06-23,10.17,-8.43
2007-06-24,8.33,-6.94
2007-06-25,10.70,-7.89
2007-06-26,9.99,-8.40
2007-06-27,9.57,-8.44
2007-06-28,7.99,-6.83
2007-06-29,9.24,-10.76
2007-06-30,9.05,-7.59
2007-07-01,10.49,-8.58
2007-07-02,9.46,-6.01
2007-07-03,10.10,-7.10
2007-07-04,9.34,-7.38
2007-07-05,11.58,-7.43
2007-07-06,11.73,-6.91
2007-07-07,9.85,-7.67
2007-07-08,9.67,-7.72
2007-07-09,10.10,-8.47
2007-07-10,9.59,-8.33
2007-07-11,10.05,-7.41
2007-07-12,9.68,-8.76
2007-07-13,10.91,-7.06
2007-07-14,11.60,-6.09
2007-07-15,10.13,-7.18
2007-07-16,9.43,-7.41
2007-07-17,10.03,-8.57
2007-07-18,10.28,-8.94
2007-07-19,11.10,-7.15
2007-07-20,10.82,-7.62
2007-07-21,10.86,-8.70
2007-07-22,9.58,-6.56
2007-07-23,10.47,-6.73
2007-07-24,10.36,-7.69
2007-07-25,10.07,-8.81
2007-07-26,11.91,-7.38
2007-07-27,9.47,-6.63
