Date,North (mm),East (mm)
2007-11-05,4.05,-2.62
2007-11-06,2.68,-1.67
2007-11-07,1.81,-1.15
2007-11-08,1.99,-0.84
2007-11-09,3.53,-2.55
2007-11-10,3.15,-3.38
2007-11-11,3.92,-2.72
2007-11-12,2.55,-1.41
2007-11-13,4.27,-1.26
2007-11-14,3.01,-2.31
2007-11-15,4.39,-4.52
2007-11-16,3.64,-3.42
2007-11-17,3.54,-2.75
2007-11-18,1.96,-2.20
2007-11-19,3.72,-2.24
2007-11-20,3.86,-2.49
2007-11-21,4.38,-2.92
2007-11-22,3.27,-3.45
2007-11-23,4.67,-2.23
2007-11-24,3.37,-1.61
2007-11-25,5.86,-2.85
2007-11-26,3.79,-2.32
2007-11-27,2.26,-3.05
2007-11-28,1.78,-2.68
2007-11-29,3.79,-2.31
2007-11-30,5.25,-3.30
2007-12-01,4.45,-3.88
2007-12-02,3.22,-2.76
2007-12-03,4.81,-1.35
2007-12-04,4.01,-2.36
2007-12-05,5.31,-2.60
2007-12-06,6.04,-3.17
2007-12-07,2.71,-1.98
2007-12-08,4.63,-2.35
2007-12-09,4.83,-1.79
2007-12-10,6.04,-3.17
2007-12-11,7.17,-3.40
2007-12-12,5.86,-2.88
2007-12-13,3.47,-2.69
2007-12-14,4.13,-3.51
2007-12-15,3.86,-2.50
2007-12-16,4.52,-2.88
2007-12-17,3.74,-3.44
2007-12-18,4.12,-3.18
2007-12-19,3.55,-3.87
2007-12-20,2.57,-4.43
2007-12-21,5.47,-2.73
2007-12-22,4.71,-3.12
2007-12-23,4.06,-3.22
2007-12-24,4.69,-4.84
2007-12-25,1.22,-2.43
2007-12-26,4.72,-2.75
2007-12-27,4.73,-2.34
2007-12-28,4.96,-3.54
2007-12-29,4.76,-3.04
2007-12-30,3.87,-3.15
2007-12-31,3.52,-2.13
2008-01-01,3.38,-1.53
2008-01-02,5.33,-2.71
2008-01-03,4.28,-2.45
2008-01-04,2.05,-2.67
2008-01-05,2.75,-4.03
2008-01-06,1.92,-3.37
2008-01-07,3.05,-3.60
2008-01-08,3.70,-3.48
2008-01-09,3.58,-3.49
2008-01-10,2.10,-2.30
2008-01-11,3.27,-3.26
2008-01-12,2.76,-3.05
2008-01-13,4.44,-3.66
2008-01-14,3.33,-3.52
2008-01-15,4.66,-2.74
2008-01-16,3.02,-2.61
2008-01-17,2.87,-2.62
2008-01-18,5.07,-3.84
2008-01-19,4.35,-3.53
2008-01-20,3.90,-4.51
2008-01-21,3.13,-2.94
2008-01-22,2.37,-2.72
2008-01-23,3.12,-2.75
2008-01-24,4.40,-3.40
2008-01-25,3.77,-3.82
2008-01-26,2.80,-1.38
2008-01-27,2.51,-2.57
2008-01-28,1.00,-3.34
2008-01-29,4.63,-4.16
2008-01-30,4.59,-4.01
2008-01-31,4.20,-3.17
2008-02-01,3.26,-2.62
2008-02-02,3.20,-3.27
