Date,North (mm),East (mm)
2006-07-23,0.00,0.00
2006-07-24,0.53,-2.37
2006-07-25,0.33,-2.11
2006-07-26,-0.49,-1.06
2006-07-27,-0.37,0.57
2006-07-28,-0.04,-0.78
2006-07-29,0.47,-1.98
2006-07-30,0.42,-1.67
2006-07-31,-1.10,-0.43
2006-08-01,-0.91,-1.06
2006-08-02,-1.05,-0.49
2006-08-03,-1.28,-0.10
2006-08-04,-1.64,-0.22
2006-08-05,-0.78,-1.52
2006-08-06,-0.82,-2.30
2006-08-07,-1.45,-0.53
2006-08-08,-1.91,-1.80
2006-08-09,0.78,-1.05
2006-08-10,0.88,-1.16
2006-08-11,-1.12,-2.51
2006-08-12,0.20,-1.17
2006-08-13,0.59,-1.03
2006-08-14,0.45,-0.07
2006-08-15,-0.46,-2.00
2006-08-16,-0.69,-1.50
2006-08-17,1.55,-1.13
2006-08-18,0.00,-1.03
2006-08-19,-0.75,-1.37
2006-08-20,-0.42,-2.05
2006-08-21,0.44,-1.60
2006-08-22,0.14,-1.70
2006-08-23,0.16,-2.30
2006-08-24,1.10,-2.51
2006-08-25,-1.37,-1.90
2006-08-26,0.18,-1.95
2006-08-27,0.68,-1.95
2006-08-28,0.53,-2.73
2006-08-29,-0.44,-0.85
2006-08-30,0.59,-1.11
2006-08-31,0.05,-1.46
2006-09-01,1.37,-3.04
2006-09-02,1.12,-1.19
2006-09-03,0.87,-2.19
2006-09-04,1.17,-2.33
2006-09-05,1.04,-1.48
2006-09-06,1.12,-2.01
2006-09-07,2.34,-2.24
2006-09-08,1.24,-1.64
2006-09-09,0.67,-2.69
2006-09-10,0.52,-2.83
2006-09-11,0.53,-2.42
2006-09-12,1.33,-1.51
2006-09-13,1.16,-1.48
2006-09-14,-1.22,-3.15
2006-09-15,1.19,-3.71
2006-09-16,0.77,-3.19
2006-09-17,0.91,-1.71
2006-09-18,1.28,-2.03
2006-09-19,-1.34,-3.11
2006-09-20,1.34,-2.26
2006-09-21,1.48,-3.37
2006-09-22,1.55,-2.22
2006-09-23,0.74,-4.10
2006-09-24,1.98,-1.15
2006-09-25,1.86,-2.31
2006-09-26,1.32,-2.33
2006-09-27,1.06,-1.73
2006-09-28,0.68,-2.27
2006-09-29,0.16,-2.69
2006-09-30,1.26,-3.82
2006-10-01,1.83,-2.68
2006-10-02,1.20,-3.63
2006-10-03,0.96,-3.51
2006-10-04,-0.63,-4.68
2006-10-05,0.35,-5.05
2006-10-06,1.32,-3.00
2006-10-07,1.04,-2.68
2006-10-08,1.43,-2.37
2006-10-09,2.08,-2.87
2006-10-10,1.67,-3.71
2006-10-11,1.32,-2.58
2006-10-12,1.57,-1.58
2006-10-13,0.84,-3.34
2006-10-14,0.36,-2.88
2006-10-15,0.16,-4.16
2006-10-16,1.55,-4.10
2006-10-17,2.10,-4.05
2006-10-18,2.90,-2.74
2006-10-19,1.20,-2.89
2006-10-20,1.98,-3.17
2006-10-21,0.40,-3.79
2006-10-22,1.88,-2.63
2006-10-23,1.33,-3.47
2006-10-24,1.37,-3.48
2006-10-25,1.87,-2.66
2006-10-26,1.82,-3.49
2006-10-27,2.39,-3.74
2006-10-28,1.85,-3.89
2006-10-29,1.44,-3.07
2006-10-30,1.25,-2.63
2006-10-31,2.30,-3.90
2006-11-01,1.99,-3.14
2006-11-02,1.95,-2.09
2006-11-03,1.37,-4.16
2006-11-04,1.42,-2.80
2006-11-05,1.61,-3.64
2006-11-06,2.15,-4.06
2006-11-07,2.50,-3.03
2006-11-08,1.13,-2.42
2006-11-09,0.75,-4.44
2006-11-10,2.12,-3.72
2006-11-11,3.08,-4.51
2006-11-12,0.88,-4.35
2006-11-13,2.49,-4.34
2006-11-14,3.06,-4.82
2006-11-15,2.24,-3.60
2006-11-16,2.73,-3.05
2006-11-17,2.45,-3.96
2006-11-18,2.40,-4.71
2006-11-19,3.42,-4.08
2006-11-20,2.41,-4.06
2006-11-21,2.22,-3.05
2006-11-22,2.82,-3.35
2006-11-23,2.47,-2.77
2006-11-24,3.68,-4.84
2006-11-25,2.42,-4.66
2006-11-26,2.22,-4.54
2006-11-27,1.28,-3.82
2006-11-28,2.46,-4.79
2006-11-29,1.98,-4.61
2006-11-30,3.34,-3.26
2006-12-01,3.31,-3.37
2006-12-02,3.49,-3.81
2006-12-03,3.28,-4.19
2006-12-04,3.00,-4.14
2006-12-05,2.86,-5.40
2006-12-06,3.53,-4.83
2006-12-07,2.96,-4.65
2006-12-08,2.45,-3.88
2006-12-09,0.26,-4.92
2006-12-10,2.76,-6.25
2006-12-11,2.95,-5.92
2006-12-12,2.79,-3.50
2006-12-13,3.96,-4.66
2006-12-14,3.43,-5.85
2006-12-15,3.13,-4.99
2006-12-16,3.65,-5.51
2006-12-17,3.83,-5.67
2006-12-18,6.96,-3.33
2006-12-19,3.39,-5.71
2006-12-20,3.83,-5.54
2006-12-21,2.74,-5.69
2006-12-22,2.23,-5.02
2006-12-23,3.52,-4.80
2006-12-24,2.71,-4.87
2006-12-25,1.96,-6.17
2006-12-26,3.03,-5.90
2006-12-27,4.33,-4.84
2006-12-28,3.14,-7.62
2006-12-29,4.32,-5.54
2006-12-30,4.61,-6.03
2006-12-31,4.30,-7.23
2007-01-01,3.71,-6.96
2007-01-02,5.43,-5.37
2007-01-03,5.53,-6.47
2007-01-04,3.67,-4.93
2007-01-05,4.34,-7.73
2007-01-06,4.27,-5.44
2007-01-07,5.71,-4.60
2007-01-08,4.71,-5.46
2007-01-09,3.90,-5.42
2007-01-10,4.73,-6.82
2007-01-11,3.88,-6.49
2007-01-12,5.87,-6.11
2007-01-13,4.44,-6.22
2007-01-14,5.64,-5.91
2007-01-15,5.20,-6.89
2007-01-16,5.83,-5.56
2007-01-17,4.35,-8.38
2007-01-18,5.46,-6.22
2007-01-19,4.75,-6.64
2007-01-20,4.39,-6.80
2007-01-21,5.15,-6.41
2007-01-22,5.64,-6.08
2007-01-23,5.60,-5.54
2007-01-24,4.60,-5.93
2007-01-25,6.04,-5.93
2007-01-26,4.62,-5.68
2007-01-27,4.17,-6.43
2007-01-28,4.52,-6.51
2007-01-29,5.84,-6.32
2007-01-30,4.06,-6.42
2007-01-31,4.35,-6.28
2007-02-01,3.97,-5.55
2007-02-02,4.31,-6.80
2007-02-03,5.37,-5.80
2007-02-04,3.89,-5.92
2007-02-05,4.41,-4.58
2007-02-06,4.17,-6.36
2007-02-07,2.98,-7.76
2007-02-08,2.99,-8.08
2007-02-09,3.13,-5.68
2007-02-10,2.99,-5.98
2007-02-11,3.94,-6.06
2007-02-12,4.00,-6.89
2007-02-13,4.11,-7.56
2007-02-14,6.16,-5.96
2007-02-15,5.51,-6.16
2007-02-16,4.20,-6.31
2007-02-17,4.82,-5.51
2007-02-18,4.50,-6.77
2007-02-19,5.88,-7.22
