Date,North (mm),East (mm)
2005-11-19,0.00,0.00
2005-11-20,0.78,0.69
2005-11-21,0.00,-0.22
2005-11-22,0.56,-0.55
2005-11-23,-0.88,-0.63
2005-11-24,-1.03,0.43
2005-11-25,-0.60,-2.24
2005-11-26,1.98,-1.26
2005-11-27,-0.47,-0.79
2005-11-28,-0.80,-1.08
2005-11-29,-0.32,-0.28
2005-11-30,0.95,0.46
2005-12-01,0.92,-0.58
2005-12-02,-0.95,-1.21
2005-12-03,0.22,-1.18
2005-12-04,0.03,-0.35
2005-12-05,0.21,-0.33
2005-12-06,0.09,-0.24
2005-12-07,0.74,-0.22
2005-12-08,-0.96,-0.60
2005-12-09,0.65,-0.12
2005-12-10,0.35,-1.00
2005-12-11,0.50,-0.61
2005-12-12,0.98,-0.80
2005-12-13,-0.07,-0.55
2005-12-14,0.17,-1.08
2005-12-15,0.93,-1.50
2005-12-16,-0.11,-1.49
2005-12-17,1.19,-1.64
2005-12-18,0.25,-1.73
2005-12-19,-0.07,-1.16
2005-12-20,0.45,-0.83
2005-12-21,2.55,-0.93
2005-12-22,1.40,-1.81
2005-12-23,0.87,-1.67
2005-12-24,1.21,-0.90
2005-12-25,0.46,-1.26
2005-12-26,0.42,-1.52
2005-12-27,0.75,-0.08
2005-12-28,0.32,-1.67
2005-12-29,0.39,-1.17
2005-12-30,-0.78,0.22
2005-12-31,-0.48,-0.20
2006-01-01,1.60,-2.38
2006-01-02,2.22,-2.84
2006-01-03,2.44,-2.32
2006-01-04,1.68,-0.02
2006-01-05,1.21,-0.94
2006-01-06,1.86,-1.74
2006-01-07,1.64,-0.31
2006-01-08,1.15,-1.19
2006-01-09,0.10,-0.17
2006-01-10,0.40,-0.27
2006-01-11,1.44,-1.57
2006-01-12,1.08,-1.97
2006-01-13,0.70,-0.22
2006-01-14,1.72,-0.72
2006-01-15,1.97,-1.49
2006-01-16,0.56,-0.37
2006-01-17,1.81,-1.84
2006-01-18,3.04,-1.14
2006-01-19,1.50,-1.70
2006-01-20,1.42,-1.07
2006-01-21,2.50,-0.75
2006-01-22,1.83,-0.95
2006-01-23,1.62,-0.57
2006-01-24,2.18,-1.18
2006-01-25,2.22,-1.79
2006-01-26,2.31,-0.93
2006-01-27,2.31,-1.32
2006-01-28,2.10,-1.86
2006-01-29,1.82,-1.16
2006-01-30,2.64,-1.98
2006-01-31,1.78,-2.75
2006-02-01,1.19,-1.70
2006-02-02,2.42,-1.77
2006-02-03,1.50,-2.19
2006-02-04,1.55,-3.49
2006-02-05,2.24,-2.71
2006-02-06,1.88,-2.12
2006-02-07,1.93,-1.57
2006-02-08,1.62,-1.78
2006-02-09,1.55,-2.06
2006-02-10,2.03,-2.25
2006-02-11,2.61,-2.01
2006-02-12,1.96,-2.28
2006-02-13,1.88,-2.34
2006-02-14,0.63,-1.42
2006-02-15,1.34,-1.82
2006-02-16,1.92,-1.41
2006-02-17,2.52,-2.94
2006-02-18,1.61,-2.35
2006-02-19,0.81,-1.27
2006-02-20,1.10,-1.74
2006-02-21,2.02,-1.63
2006-02-22,3.01,-1.52
2006-02-23,3.20,-1.52
2006-02-24,2.40,-1.81
2006-02-25,1.86,-1.42
2006-02-26,2.13,-2.31
2006-02-27,0.24,-3.45
2006-02-28,2.55,-3.60
2006-03-01,2.67,-1.88
2006-03-02,2.67,-1.83
2006-03-03,1.74,-1.72
2006-03-04,2.36,-2.58
2006-03-05,2.50,-1.77
2006-03-06,2.59,-2.70
2006-03-07,4.04,-1.39
2006-03-08,3.31,-2.82
2006-03-09,4.37,-2.99
2006-03-10,2.42,-2.14
2006-03-11,4.86,-2.99
2006-03-12,4.71,-2.18
2006-03-13,2.41,-2.17
2006-03-14,3.42,-2.60
2006-03-15,2.94,-2.42
2006-03-16,3.00,-3.91
2006-03-17,3.72,-2.40
2006-03-18,3.32,-2.15
2006-03-19,3.07,-2.96
2006-03-20,2.87,-3.01
2006-03-21,3.00,-2.51
2006-03-22,3.33,-3.74
2006-03-23,3.97,-2.43
2006-03-24,2.73,-1.56
2006-03-25,3.87,-2.74
2006-03-26,3.36,-2.93
2006-03-27,4.10,-3.17
2006-03-28,3.46,-3.35
2006-03-29,2.89,-3.79
2006-03-30,2.44,-2.81
2006-03-31,3.06,-2.86
2006-04-01,3.60,-3.76
2006-04-02,3.50,-4.36
2006-04-03,4.03,-5.25
2006-04-04,4.55,-4.54
2006-04-05,3.54,-4.01
2006-04-06,3.68,-4.22
2006-04-07,3.24,-4.29
2006-04-08,3.53,-4.00
2006-04-09,4.25,-3.77
2006-04-10,3.65,-3.38
2006-04-11,3.26,-3.02
2006-04-12,3.80,-4.21
2006-04-13,4.13,-4.73
2006-04-14,3.37,-4.23
2006-04-15,3.21,-3.23
2006-04-16,3.09,-3.93
2006-04-17,3.64,-3.23
2006-04-18,4.29,-3.20
2006-04-19,4.05,-3.39
2006-04-20,4.69,-3.25
2006-04-21,3.44,-2.20
2006-04-22,3.92,-3.31
2006-04-23,3.83,-4.19
2006-04-24,3.94,-3.38
2006-04-25,3.69,-2.85
2006-04-26,3.01,-2.75
2006-04-27,3.38,-4.03
2006-04-28,4.35,-3.42
2006-04-29,4.45,-3.53
2006-04-30,3.26,-3.57
2006-05-01,5.18,-3.47
2006-05-02,3.81,-3.70
2006-05-03,5.20,-3.77
2006-05-04,4.25,-3.44
2006-05-05,3.60,-3.57
2006-05-06,5.08,-4.77
2006-05-07,4.23,-4.30
2006-05-08,4.77,-4.43
2006-05-09,6.25,-4.30
2006-05-10,4.53,-4.15
2006-05-11,4.12,-4.02
2006-05-12,4.28,-4.39
2006-05-13,4.75,-4.49
2006-05-14,5.21,-4.70
2006-05-15,4.85,-4.98
2006-05-16,3.14,-4.13
2006-05-17,4.67,-3.91
2006-05-18,4.79,-4.73
2006-05-19,4.22,-3.40
2006-05-20,2.83,-5.49
2006-05-21,4.01,-5.31
2006-05-22,4.64,-5.07
2006-05-23,4.86,-5.19
2006-05-24,4.30,-3.98
2006-05-25,5.71,-5.28
2006-05-26,4.02,-5.10
2006-05-27,4.96,-5.01
2006-05-28,5.21,-4.34
2006-05-29,5.03,-4.17
2006-05-30,4.89,-4.65
2006-05-31,5.32,-4.57
2006-06-01,4.27,-5.32
2006-06-02,3.26,-3.77
2006-06-03,5.24,-3.56
2006-06-04,4.79,-4.99
2006-06-05,3.75,-5.84
2006-06-06,5.15,-4.97
2006-06-07,4.59,-5.20
2006-06-08,4.71,-6.07
2006-06-09,5.65,-5.14
2006-06-10,3.41,-4.33
2006-06-11,4.05,-4.08
2006-06-12,4.64,-4.60
2006-06-13,3.86,-5.33
2006-06-14,5.70,-4.91
2006-06-15,4.05,-4.88
2006-06-16,5.36,-4.77
2006-06-17,4.41,-5.84
2006-06-18,4.28,-5.86
2006-06-19,4.64,-5.24
2006-06-20,5.23,-4.80
2006-06-21,5.23,-6.15
2006-06-22,4.78,-5.76
2006-06-23,4.13,-4.42
2006-06-24,5.31,-5.73
2006-06-25,5.28,-4.65
2006-06-26,6.51,-5.21
2006-06-27,5.75,-6.02
2006-06-28,4.40,-5.82
2006-06-29,4.80,-6.45
2006-06-30,5.39,-5.60
2006-07-01,5.23,-5.27
2006-07-02,5.28,-6.01
2006-07-03,4.77,-5.94
2006-07-04,3.94,-5.95
2006-07-05,5.41,-5.81
2006-07-06,5.80,-5.58
2006-07-07,5.41,-6.74
2006-07-08,4.13,-6.85
2006-07-09,4.16,-7.94
2006-07-10,5.17,-7.10
2006-07-11,4.78,-5.73
2006-07-12,5.87,-6.00
2006-07-13,5.80,-7.50
2006-07-14,6.59,-6.26
2006-07-15,4.75,-6.17
2006-07-16,4.31,-5.90
2006-07-17,5.96,-6.14
2006-07-18,4.95,-5.24
2006-07-19,6.88,-6.02
2006-07-20,6.32,-7.65
2006-07-21,5.28,-6.92
2006-07-22,6.04,-6.62
2006-07-23,6.45,-6.78
2006-07-24,5.56,-8.80
2006-07-25,5.21,-7.35
2006-07-26,5.41,-6.00
2006-07-27,6.34,-6.80
2006-07-28,5.59,-7.42
2006-07-29,5.89,-6.96
2006-07-30,7.85,-6.83
2006-07-31,5.14,-6.91
2006-08-01,6.61,-6.75
2006-08-02,4.77,-7.49
2006-08-03,6.11,-6.20
2006-08-04,7.09,-6.62
2006-08-05,4.53,-7.73
2006-08-06,4.82,-6.83
2006-08-07,4.89,-6.99
2006-08-08,5.22,-7.56
2006-08-09,5.88,-7.46
2006-08-10,5.59,-8.46
2006-08-11,5.87,-6.28
2006-08-12,7.06,-6.67
2006-08-13,6.12,-7.25
2006-08-14,5.60,-7.94
2006-08-15,5.80,-6.84
2006-08-16,5.85,-6.24
2006-08-17,7.15,-6.50
2006-08-18,6.04,-7.89
2006-08-19,4.71,-7.55
2006-08-20,6.97,-7.09
2006-08-21,5.50,-6.31
2006-08-22,5.99,-7.85
2006-08-23,5.74,-6.76
2006-08-24,5.98,-7.57
2006-08-25,6.85,-7.37
2006-08-26,6.32,-7.43
2006-08-27,5.81,-7.20
2006-08-28,6.18,-8.28
2006-08-29,6.95,-8.10
2006-08-30,5.77,-6.68
2006-08-31,6.42,-7.71
2006-09-01,5.12,-7.54
2006-09-02,6.21,-8.16
2006-09-03,6.48,-8.14
2006-09-04,6.74,-7.76
2006-09-05,6.80,-7.59
2006-09-06,7.42,-7.57
2006-09-07,5.97,-8.26
2006-09-08,6.76,-8.44
2006-09-09,5.32,-9.32
2006-09-10,6.40,-8.32
2006-09-11,7.24,-8.49
2006-09-12,7.05,-8.03
2006-09-13,6.77,-8.54
2006-09-14,5.99,-8.64
2006-09-15,6.60,-7.70
2006-09-16,7.18,-8.44
2006-09-17,6.98,-8.63
2006-09-18,6.19,-8.20
2006-09-19,4.95,-7.92
2006-09-20,5.93,-9.06
2006-09-21,5.94,-9.41
2006-09-22,5.85,-9.00
2006-09-23,6.50,-9.49
2006-09-24,6.98,-8.20
2006-09-25,6.30,-8.87
2006-09-26,7.25,-8.69
2006-09-27,6.65,-8.91
2006-09-28,6.31,-8.90
2006-09-29,5.21,-8.55
2006-09-30,6.80,-8.26
2006-10-01,7.32,-9.15
2006-10-02,7.43,-8.57
2006-10-03,5.92,-8.66
2006-10-04,6.55,-10.20
2006-10-05,5.83,-9.61
2006-10-06,5.32,-8.78
2006-10-07,7.15,-9.18
2006-10-08,6.87,-8.71
2006-10-09,5.71,-8.88
2006-10-10,6.60,-8.53
2006-10-11,5.60,-9.84
2006-10-12,7.39,-8.55
2006-10-13,5.77,-8.69
2006-10-14,7.18,-9.47
2006-10-15,6.21,-8.81
2006-10-16,5.57,-8.86
2006-10-17,7.46,-9.46
2006-10-18,6.48,-9.04
2006-10-19,7.22,-9.57
2006-10-20,6.70,-9.71
2006-10-21,6.24,-8.66
2006-10-22,6.37,-9.05
2006-10-23,6.93,-8.92
2006-10-24,7.07,-9.12
2006-10-25,6.81,-9.85
2006-10-26,6.89,-9.17
2006-10-27,7.56,-8.09
2006-10-28,6.78,-9.05
2006-10-29,6.69,-8.56
2006-10-30,6.72,-9.33
2006-10-31,5.44,-9.27
2006-11-01,6.01,-7.78
2006-11-02,7.57,-9.59
2006-11-03,6.37,-9.91
2006-11-04,6.23,-9.99
2006-11-05,7.63,-9.66
2006-11-06,5.85,-9.26
2006-11-07,7.45,-9.39
2006-11-08,7.97,-11.38
2006-11-09,7.37,-8.64
2006-11-10,6.65,-9.84
2006-11-11,7.42,-10.00
2006-11-12,6.17,-10.30
2006-11-13,7.45,-8.58
2006-11-14,8.02,-10.28
2006-11-15,7.96,-10.64
2006-11-16,7.68,-10.00
2006-11-17,7.51,-10.39
2006-11-18,7.64,-9.96
2006-11-19,7.72,-9.97
2006-11-20,7.17,-10.19
2006-11-21,8.11,-10.03
2006-11-22,6.29,-9.99
2006-11-23,8.42,-9.48
2006-11-24,7.07,-11.33
2006-11-25,7.05,-10.29
2006-11-26,7.49,-11.21
2006-11-27,7.91,-10.34
2006-11-28,6.67,-10.78
2006-11-29,7.66,-8.81
2006-12-20,8.59,-10.77
2006-12-21,7.79,-11.77
2006-12-22,8.43,-9.78
2006-12-23,10.33,-10.30
2006-12-24,8.38,-11.00
2006-12-25,8.68,-11.37
2006-12-26,10.33,-12.01
2006-12-27,8.74,-11.48
2006-12-28,8.42,-12.47
2006-12-29,9.91,-12.66
2006-12-30,8.61,-12.86
2006-12-31,9.34,-12.25
2007-01-01,8.77,-10.86
2007-01-02,9.75,-12.01
2007-01-03,9.02,-12.43
2007-01-04,9.36,-12.39
2007-01-05,10.30,-12.76
2007-01-06,9.73,-11.45
2007-01-07,10.46,-11.35
2007-01-08,8.90,-12.49
2007-01-09,9.22,-11.28
2007-01-10,8.63,-10.43
2007-01-11,9.20,-12.40
2007-01-12,9.84,-11.56
2007-01-13,10.07,-11.17
2007-01-14,9.27,-11.49
2007-01-15,9.29,-11.94
2007-01-16,10.17,-12.02
2007-01-17,9.76,-11.84
2007-01-18,10.81,-12.26
2007-01-19,10.70,-11.70
2007-01-20,8.98,-11.40
2007-01-21,9.28,-11.24
2007-01-22,10.28,-11.29
2007-01-23,10.70,-11.83
2007-01-24,9.94,-11.52
2007-01-25,9.40,-11.67
2007-01-26,8.39,-11.87
2007-01-27,8.74,-12.12
2007-01-28,8.54,-11.51
2007-01-29,8.86,-12.35
2007-01-30,9.66,-13.19
2007-01-31,8.93,-12.91
2007-02-01,7.71,-10.99
2007-02-02,8.73,-11.06
2007-02-03,8.70,-11.70
2007-02-04,9.52,-12.13
2007-02-05,8.82,-11.15
2007-02-06,8.67,-12.08
2007-02-07,10.40,-10.93
2007-02-08,11.34,-11.74
2007-02-09,9.29,-11.05
2007-02-10,10.46,-11.20
2007-02-11,10.83,-13.63
2007-02-12,9.63,-12.53
2007-02-13,9.46,-12.26
2007-02-14,9.45,-11.65
2007-02-15,10.05,-11.19
2007-02-16,9.37,-11.66
2007-02-17,10.38,-11.33
2007-02-18,10.23,-11.00
2007-02-19,10.57,-12.78
2007-02-20,8.79,-12.41
2007-02-21,9.75,-11.43
2007-02-22,9.31,-12.52
2007-02-23,10.89,-13.03
2007-02-24,9.92,-12.36
2007-02-25,8.63,-13.08
2007-02-26,9.15,-12.05
2007-02-27,7.77,-12.97
2007-02-28,9.26,-12.54
2007-03-01,10.35,-12.25
2007-03-02,9.96,-12.71
2007-03-03,10.12,-12.01
2007-03-04,9.74,-11.94
2007-03-05,9.67,-12.53
2007-03-06,10.76,-12.91
2007-03-07,10.95,-14.55
2007-03-08,10.32,-12.89
2007-03-09,7.57,-13.22
2007-03-10,9.89,-12.71
2007-03-11,10.15,-12.63
2007-03-12,10.45,-13.08
2007-03-13,10.76,-12.17
2007-03-14,11.47,-12.53
2007-03-15,11.14,-12.77
2007-03-16,10.64,-12.65
2007-03-17,10.23,-13.72
2007-03-18,9.82,-12.28
2007-03-19,10.98,-12.63
2007-03-20,10.96,-13.15
2007-03-21,10.47,-13.16
2007-03-22,9.71,-13.08
2007-03-23,10.88,-14.12
2007-03-24,10.63,-14.20
2007-03-25,9.46,-12.99
2007-03-26,10.18,-13.60
2007-03-27,9.79,-13.50
2007-03-28,11.05,-13.66
2007-03-29,9.77,-13.52
2007-03-30,11.19,-13.21
2007-03-31,10.68,-12.92
2007-04-01,11.33,-13.55
2007-04-02,9.44,-12.62
2007-04-03,11.01,-14.17
2007-04-04,10.90,-12.69
2007-04-05,11.14,-13.50
2007-04-06,10.89,-12.94
2007-04-07,11.81,-13.62
2007-04-08,11.01,-13.15
2007-04-09,11.18,-12.85
2007-04-10,11.51,-13.92
2007-04-11,11.06,-14.25
2007-04-12,12.72,-13.50
2007-04-13,11.73,-13.78
2007-04-14,11.34,-13.10
2007-04-15,11.10,-13.30
2007-04-16,10.45,-13.48
2007-04-17,10.69,-14.23
2007-04-18,12.08,-14.23
2007-04-19,10.92,-14.18
2007-04-20,11.31,-14.77
2007-04-21,11.40,-13.72
2007-04-22,10.79,-14.93
2007-04-23,11.87,-13.45
2007-04-24,11.67,-14.16
2007-04-25,11.83,-15.45
2007-04-26,11.38,-15.16
2007-04-27,11.44,-14.35
2007-04-28,12.10,-14.46
2007-04-29,12.13,-13.70
2007-04-30,11.84,-13.78
2007-05-01,11.75,-15.29
2007-05-02,11.72,-13.29
2007-05-03,11.85,-14.54
2007-05-04,11.57,-15.39
2007-05-05,12.76,-14.36
2007-05-06,12.96,-14.31
2007-05-07,13.24,-14.26
2007-05-08,12.10,-14.17
2007-05-09,11.78,-14.87
2007-05-10,12.58,-14.77
2007-05-11,12.50,-14.47
2007-05-12,13.26,-14.54
2007-05-13,12.88,-14.16
2007-05-14,13.31,-14.77
2007-05-15,12.43,-13.24
2007-05-16,12.77,-14.92
2007-05-17,12.74,-15.34
2007-05-18,12.29,-15.20
2007-05-19,10.88,-14.74
2007-05-20,12.65,-15.61
2007-05-21,12.93,-14.17
2007-05-22,12.09,-14.94
2007-05-23,13.32,-16.19
2007-05-24,12.13,-15.52
2007-05-25,11.68,-15.59
2007-05-26,12.60,-14.28
2007-05-27,11.45,-15.32
2007-05-28,11.30,-15.81
2007-05-29,13.19,-16.06
2007-05-30,12.21,-16.14
2007-05-31,11.04,-15.68
2007-06-01,12.25,-15.32
2007-06-02,12.19,-16.03
2007-06-03,11.70,-16.41
2007-06-04,12.26,-15.02
2007-06-05,12.57,-15.75
2007-06-06,11.43,-15.93
2007-06-07,12.37,-15.20
2007-06-08,13.73,-15.60
2007-06-09,12.70,-16.62
2007-06-10,10.85,-16.36
2007-06-11,12.66,-15.64
2007-06-12,12.06,-15.81
2007-06-13,13.31,-15.65
2007-06-14,12.90,-16.49
2007-06-15,12.83,-15.84
2007-06-16,11.68,-15.86
2007-06-17,11.55,-15.27
2007-06-18,13.71,-15.23
2007-06-19,13.23,-16.79
2007-06-20,12.56,-15.95
2007-06-21,12.42,-15.15
2007-06-22,12.94,-15.26
2007-06-23,13.06,-15.78
2007-06-24,13.23,-16.76
2007-06-25,14.02,-15.12
2007-06-26,12.53,-16.40
2007-06-27,12.61,-15.32
2007-06-28,12.00,-14.37
2007-06-29,12.99,-15.07
2007-06-30,12.61,-16.59
2007-07-01,13.73,-16.46
2007-07-02,12.18,-15.40
2007-07-03,13.26,-15.19
2007-07-04,12.52,-15.73
2007-07-05,13.91,-15.34
2007-07-06,14.27,-16.81
2007-07-07,12.77,-15.73
2007-07-08,12.72,-16.57
2007-07-09,13.25,-15.53
2007-07-10,12.51,-16.53
2007-07-11,13.28,-15.66
2007-07-12,12.53,-16.84
2007-07-13,13.05,-16.68
2007-07-14,12.84,-15.63
2007-07-15,12.57,-15.96
2007-07-16,11.85,-14.84
2007-07-17,12.13,-15.35
2007-07-18,13.64,-17.79
2007-07-19,13.13,-16.34
2007-07-20,12.59,-15.51
2007-07-21,13.32,-15.77
2007-07-22,12.43,-16.07
2007-07-23,14.89,-14.77
2007-07-24,11.90,-16.94
2007-07-25,13.60,-16.93
2007-07-26,13.64,-16.00
2007-07-27,13.66,-16.21
2007-07-28,13.72,-17.19
2007-07-29,13.18,-16.35
2007-07-30,13.54,-16.76
2007-07-31,13.21,-16.53
2007-08-01,14.60,-16.32
2007-08-02,13.69,-15.32
2007-08-03,14.91,-16.80
2007-08-04,15.11,-16.59
2007-08-05,13.66,-16.18
2007-08-06,16.11,-16.42
2007-08-07,13.11,-17.01
2007-08-08,13.17,-16.60
2007-08-09,11.27,-16.90
2007-08-10,14.85,-16.46
2007-08-11,14.37,-15.60
2007-08-12,13.22,-16.09
2007-08-13,13.80,-17.23
2007-08-14,15.22,-16.48
2007-08-15,14.12,-17.00
2007-08-16,13.23,-16.82
2007-08-17,14.20,-17.77
2007-08-18,13.44,-17.02
2007-08-19,14.46,-15.94
2007-08-20,13.60,-17.84
2007-08-21,14.25,-17.92
2007-08-22,14.62,-17.46
2007-08-23,14.38,-18.00
2007-08-24,14.52,-17.98
2007-08-25,14.24,-16.42
2007-08-26,14.47,-17.82
2007-08-27,14.55,-18.24
2007-08-28,11.64,-17.32
2007-08-29,15.27,-17.53
2007-08-30,13.03,-17.83
2007-08-31,13.33,-16.17
2007-09-01,13.90,-18.99
2007-09-02,13.01,-18.45
2007-09-03,14.14,-16.93
2007-09-04,14.94,-18.81
2007-09-05,13.07,-18.84
2007-09-06,13.50,-18.07
2007-09-07,13.58,-18.75
2007-09-08,13.34,-18.93
2007-09-09,13.68,-18.23
2007-09-10,13.28,-19.23
2007-09-11,14.42,-17.80
2007-09-12,13.92,-20.31
2007-09-13,14.20,-19.18
2007-09-14,12.66,-19.58
2007-09-15,13.01,-18.22
2007-09-16,13.23,-19.17
2007-09-17,14.31,-19.93
2007-09-18,14.08,-19.05
2007-09-19,15.51,-18.63
2007-09-20,13.16,-18.86
2007-09-21,13.82,-19.55
2007-09-22,13.00,-18.31
2007-09-23,14.62,-19.67
2007-09-24,14.04,-18.28
2007-09-25,12.01,-19.49
2007-09-26,14.13,-19.01
2007-09-27,13.71,-18.77
2007-09-28,13.36,-18.41
2007-09-29,13.42,-19.57
2007-09-30,13.50,-19.55
2007-10-01,13.72,-18.24
2007-10-02,13.19,-18.80
2007-10-03,15.14,-18.19
2007-10-04,14.40,-18.39
2007-10-05,13.39,-19.15
2007-10-06,13.30,-19.31
2007-10-07,13.27,-18.36
2007-10-08,14.04,-18.95
2007-10-09,13.66,-18.37
2007-10-10,12.27,-18.27
2007-10-11,12.57,-19.23
2007-10-12,12.61,-19.11
2007-10-13,14.25,-18.70
2007-10-14,14.42,-19.56
2007-10-15,13.46,-18.90
2007-10-16,12.28,-19.57
2007-10-17,12.94,-18.97
2007-10-18,14.27,-18.11
2007-10-19,14.28,-19.03
2007-10-20,13.68,-17.74
2007-10-21,13.39,-18.55
2007-10-22,13.65,-18.37
2007-10-23,13.69,-18.10
2007-10-24,14.12,-17.99
2007-10-25,12.82,-18.10
2007-10-26,14.01,-17.69
2007-10-27,14.20,-18.44
2007-10-28,13.40,-18.29
2007-10-29,12.57,-19.47
2007-10-30,11.80,-19.39
2007-10-31,13.89,-18.77
2007-11-01,14.41,-18.93
2007-11-02,14.82,-19.31
2007-11-03,14.42,-18.82
2007-11-04,13.87,-18.83
2007-11-05,14.59,-18.66
2007-11-06,14.25,-19.80
2007-11-07,15.24,-19.98
2007-11-08,14.08,-19.43
2007-11-09,13.78,-19.96
2007-11-10,12.81,-20.76
2007-11-11,14.33,-20.78
2007-11-12,15.84,-19.70
2007-11-13,15.08,-20.82
2007-11-14,14.41,-19.00
2007-11-15,14.52,-19.90
2007-11-16,14.29,-20.37
2007-11-17,15.34,-20.72
2007-11-18,15.32,-20.97
2007-11-19,14.96,-20.08
2007-11-20,14.74,-20.98
2007-11-21,14.91,-20.51
2007-11-22,15.41,-21.03
2007-11-23,16.59,-20.84
2007-11-24,15.71,-20.21
2007-11-25,14.68,-20.22
2007-11-26,15.44,-20.26
2007-11-27,16.08,-21.35
2007-11-28,14.89,-21.11
2007-11-29,14.60,-21.06
